transcript_Id,Interviewer,Child,Sentiment (window size 5 / 0.4 threshold)
NA0076-PC,TELL ME MORE ABOUT THE PART WHERE HE PUT HIS HAND IN YOUR UNDIES,He wrapped his hand around my doodle and then I said I didn’t like it,"{'sequence': 'He wrapped his hand around my doodle and then I said I didn’t like it', 'labels': ['sadness', 'anger', 'fear', 'enjoyment'], 'scores': [0.3814666271209717, 0.23558200895786285, 0.19709813594818115, 0.18585322797298431]}"
NA0076-PC,HM-HM,And then he laughed and took it out,"{'sequence': 'And then he laughed and took it out', 'labels': ['enjoyment', 'anger', 'fear', 'sadness'], 'scores': [0.8937435746192932, 0.054290492087602615, 0.03105057030916214, 0.020915400236845016]}"
NA0076-PC,OKAY WHAT HAPPENS NEXT,And then I went home,"{'sequence': 'And then I went home', 'labels': ['enjoyment', 'fear', 'sadness', 'anger'], 'scores': [0.47514498233795166, 0.19252344965934753, 0.17811793088912964, 0.15421360731124878]}"
NA0076-PC,HM-HM AND WAS ANYONE ELSE WITH YOU AT UNCLE GEORGE,No,"{'sequence': 'No', 'labels': ['sadness', 'enjoyment', 'fear', 'anger'], 'scores': [0.47002312541007996, 0.21263964474201202, 0.16136635839939117, 0.15597082674503326]}"
NA0076-PC,HM-HM AND CAN YOU TELL ME MORE ABOUT THE BIG BOYS GAME HAVE YOU PLAYED IT MORE THAN ONE TIME,Yes,"{'sequence': 'Yes', 'labels': ['enjoyment', 'fear', 'sadness', 'anger'], 'scores': [0.49521011114120483, 0.1819244772195816, 0.16202308237552643, 0.16084232926368713]}"
NA0082-PC,DID ANYBODY ELSE SEE THE MARKS,No,"{'sequence': 'No', 'labels': ['sadness', 'enjoyment', 'fear', 'anger'], 'scores': [0.47002312541007996, 0.21263964474201202, 0.16136635839939117, 0.15597082674503326]}"
NA0082-PC,NO WHY NOT,I don’t know,"{'sequence': 'No. I don’t know', 'labels': ['enjoyment', 'sadness', 'fear', 'anger'], 'scores': [0.32886171340942383, 0.30782264471054077, 0.182766392827034, 0.1805492639541626]}"
NA0082-PC,OKAY SO TELL ME MORE ABOUT THE PART WHERE YOU BROKE THE CONTROLLER WHAT HAPPENED,We were just playing Nintendo and I was just standing up so I could go faster and it fell,"{'sequence': 'We were just playing Nintendo and I was just standing up so I could go faster and it fell', 'labels': ['enjoyment', 'sadness', 'fear', 'anger'], 'scores': [0.4527360200881958, 0.3150433301925659, 0.14599677920341492, 0.08622383326292038]}"
NA0082-PC,OKAY,And then he said I was in trouble,"{'sequence': 'And then he said I was in trouble', 'labels': ['fear', 'anger', 'sadness', 'enjoyment'], 'scores': [0.41250869631767273, 0.2971847951412201, 0.23185516893863678, 0.05845140293240547]}"
NA0082-PC,OKAY SO NO ONE ELSE WAS HOME WHERE WAS EVERYONE ELSE,Work,"{'sequence': 'And then he said I was in trouble. Work', 'labels': ['fear', 'anger', 'sadness', 'enjoyment'], 'scores': [0.43685758113861084, 0.260009229183197, 0.21637193858623505, 0.08676126599311829]}"
NA0047-PC,OH YEAH AND WHAT DOES THAT MEAN,He tells me to go on my hands and knees,"{'sequence': 'He tells me to go on my hands and knees', 'labels': ['fear', 'sadness', 'anger', 'enjoyment'], 'scores': [0.3573971390724182, 0.26582828164100647, 0.22316840291023254, 0.15360622107982635]}"
NA0047-PC,HM-HM,And then he put the stick in my bottom,"{'sequence': 'And then he put the stick in my bottom', 'labels': ['anger', 'sadness', 'fear', 'enjoyment'], 'scores': [0.46209168434143066, 0.29021427035331726, 0.2104479968547821, 0.03724607825279236]}"
NA0047-PC,OH OKAY HAS THIS HAPPENED BEFORE,No,"{'sequence': 'No', 'labels': ['sadness', 'enjoyment', 'fear', 'anger'], 'scores': [0.47002312541007996, 0.21263964474201202, 0.16136635839939117, 0.15597082674503326]}"
NA0047-PC,AND THEN WHAT HAPPENED,I started crying,"{'sequence': 'I started crying', 'labels': ['sadness', 'fear', 'enjoyment', 'anger'], 'scores': [0.8985474705696106, 0.06997152417898178, 0.018708666786551476, 0.012772276066243649]}"
NA0047-PC,OKAY DID IT HURT,Yeah,"{'sequence': 'Yeah', 'labels': ['enjoyment', 'sadness', 'fear', 'anger'], 'scores': [0.5909422636032104, 0.16306021809577942, 0.1298425793647766, 0.11615494638681412]}"
NA0038-M6,HM-HM,And so that’s when I started crying a lot and I couldn’t stop crying,"{'sequence': 'And so that’s when I started crying a lot and I couldn’t stop crying', 'labels': ['sadness', 'fear', 'enjoyment', 'anger'], 'scores': [0.8865446448326111, 0.061912503093481064, 0.031112147495150566, 0.02043072134256363]}"
NA0038-M6,HM-HM AND WHAT HAPPENED NEXT,Then he just told me that we don’t have to play anymore,"{'sequence': 'Then he just told me that we don’t have to play anymore', 'labels': ['sadness', 'fear', 'anger', 'enjoyment'], 'scores': [0.42373013496398926, 0.21728073060512543, 0.18325404822826385, 0.17573514580726624]}"
NA0038-M6,HM-HM,And so he just pulled his pants back up,"{'sequence': 'And so he just pulled his pants back up', 'labels': ['enjoyment', 'anger', 'fear', 'sadness'], 'scores': [0.42208331823349, 0.20474493503570557, 0.19632844626903534, 0.1768433153629303]}"
NA0038-M6,HM-HM,And I let go of my dress,"{'sequence': 'And I let go of my dress', 'labels': ['enjoyment', 'sadness', 'fear', 'anger'], 'scores': [0.42928317189216614, 0.22763754427433014, 0.19646041095256805, 0.14661893248558044]}"
NA0038-M6,HM-HM AND THEN WHAT HAPPENED,Then he just came over and he gave me a hug,"{'sequence': 'Then he just came over and he gave me a hug', 'labels': ['enjoyment', 'sadness', 'fear', 'anger'], 'scores': [0.6923434138298035, 0.14665070176124573, 0.09952684491872787, 0.061479050666093826]}"
NA0082-PC,LOTS OF TIMES,Yes and then he just stopped,"{'sequence': 'Yes and then he just stopped', 'labels': ['sadness', 'enjoyment', 'fear', 'anger'], 'scores': [0.33346498012542725, 0.26500651240348816, 0.23943841457366943, 0.16209003329277039]}"
NA0082-PC,OKAY IS THIS THE ONLY TIME THAT HE’S HIT YOU,Yes,"{'sequence': 'Yes', 'labels': ['enjoyment', 'fear', 'sadness', 'anger'], 'scores': [0.49521011114120483, 0.1819244772195816, 0.16202308237552643, 0.16084232926368713]}"
NA0082-PC,DO YOU REMEMBER HOW LONG HE WAS HITTING YOU FOR,No,"{'sequence': 'No', 'labels': ['sadness', 'enjoyment', 'fear', 'anger'], 'scores': [0.47002312541007996, 0.21263964474201202, 0.16136635839939117, 0.15597082674503326]}"
NA0082-PC,NO DO YOU KNOW WHERE HE GOT THE STICK FROM,Yeah he just got it from the garden,"{'sequence': 'Yeah he just got it from the garden', 'labels': ['enjoyment', 'fear', 'anger', 'sadness'], 'scores': [0.6051704287528992, 0.15833337604999542, 0.12160596996545792, 0.11489025503396988]}"
NA0082-PC,OKAY AND WHO IS MARK,He’s my cousin,"{'sequence': 'Yeah he just got it from the garden. He’s my cousin', 'labels': ['enjoyment', 'fear', 'anger', 'sadness'], 'scores': [0.5936558246612549, 0.16414956748485565, 0.13325265049934387, 0.1089419275522232]}"
NA0078-PC,AND WHAT HAPPENS AFTER THAT,And then I played outside,"{'sequence': 'And then I played outside', 'labels': ['enjoyment', 'anger', 'fear', 'sadness'], 'scores': [0.8760706186294556, 0.0446045808494091, 0.04109096899628639, 0.03823379427194595]}"
NA0078-PC,YOU PLAY OUTSIDE OKAY YOU’VE DONE A GREAT JOB IN TALKING TO ME TODAY YOU’RE DOING REALLY WELL TELLME JUST FROM THE BEGINNING WHEN HE FOLLOWS YOU INTO THE CUPBOARD JUST TELL ME THAT BIT WHEN HE FOLLOWS YOU INTO THE CUPBOARD SO THE BIT WHEN HE GOES FIRST,He pulls his pants down,"{'sequence': 'And then I played outside. He pulls his pants down', 'labels': ['enjoyment', 'fear', 'anger', 'sadness'], 'scores': [0.6200130581855774, 0.13516861200332642, 0.13224491477012634, 0.11257345229387283]}"
NA0078-PC,YEAH WHAT THEN,He showed me his willy,"{'sequence': 'He showed me his willy', 'labels': ['enjoyment', 'anger', 'fear', 'sadness'], 'scores': [0.4578718841075897, 0.26616936922073364, 0.18143542110919952, 0.09452342242002487]}"
NA0078-PC,SO HE FOLLOWS YOU INTO THE CUPBOARD AND THEN HE PULLS HIS PANTS DOWN AND SHOWS YOU HIS WILLY IS THAT HAVE I GOT THAT RIGHT,Hm-hm,"{'sequence': 'Hm-hm', 'labels': ['enjoyment', 'sadness', 'anger', 'fear'], 'scores': [0.530296266078949, 0.17108674347400665, 0.15381449460983276, 0.14480248093605042]}"
NA0078-PC,OKAY AND WHAT THEN,Then I have to pull my dress up,"{'sequence': 'Hm-hm. Then I have to pull my dress up', 'labels': ['enjoyment', 'sadness', 'fear', 'anger'], 'scores': [0.3433827757835388, 0.26537683606147766, 0.2498636394739151, 0.1413767784833908]}"
NA0043-PC,HM-HM WHAT HAPPENED AFTER THAT,And then we went back to play on the playground,"{'sequence': 'And then we went back to play on the playground', 'labels': ['enjoyment', 'fear', 'anger', 'sadness'], 'scores': [0.9259948134422302, 0.027345450595021248, 0.024686520919203758, 0.021973110735416412]}"
NA0043-PC,HM DID ANYTHING ELSE HAPPEN TO YOU WHILE YOU WERE IN THE TOILET WITH SAM,No,"{'sequence': 'No', 'labels': ['sadness', 'enjoyment', 'fear', 'anger'], 'scores': [0.47002312541007996, 0.21263964474201202, 0.16136635839939117, 0.15597082674503326]}"
NA0043-PC,YOU SAID THERE WERE OTHER BOYS THERE,Yes,"{'sequence': 'Yes', 'labels': ['enjoyment', 'fear', 'sadness', 'anger'], 'scores': [0.49521011114120483, 0.1819244772195816, 0.16202308237552643, 0.16084232926368713]}"
NA0043-PC,WHAT HAPPENED WITH THE OTHER BOYS,They were just watching,"{'sequence': 'They were just watching', 'labels': ['enjoyment', 'sadness', 'fear', 'anger'], 'scores': [0.5758870840072632, 0.1761530041694641, 0.133022278547287, 0.11493761092424393]}"
NA0043-PC,HM-HM WHAT WERE THEY DOING WHEN THEY WERE WATCHING,They were just laughing,"{'sequence': 'They were just laughing', 'labels': ['enjoyment', 'sadness', 'anger', 'fear'], 'scores': [0.9525235891342163, 0.017110491171479225, 0.01699715293943882, 0.013368831016123295]}"
NA0079-PC,OKAY AND WHAT’S THAT,My undies,"{'sequence': 'My undies', 'labels': ['enjoyment', 'sadness', 'fear', 'anger'], 'scores': [0.4845835268497467, 0.2005711942911148, 0.19059553742408752, 0.12424978613853455]}"
NA0079-PC,OKAY AND WHAT’S YOUR UNDIES LIKE,They’re white,"{'sequence': 'My undies. They’re white', 'labels': ['enjoyment', 'sadness', 'fear', 'anger'], 'scores': [0.5406164526939392, 0.17225325107574463, 0.15548866987228394, 0.13164158165454865]}"
NA0079-PC,THEY’RE WHITE UNDIES OKAY GOOD GIRL OKAY THAT’S BRILLIANT YOU’VE GIVEN ME LOTS OF INFORMATION THERE SOPHIE OKAY SO WHERE WOULD YOUR CLOTHES BE NOW,He pulled my undies off,"{'sequence': 'My undies. They’re white. He pulled my undies off', 'labels': ['enjoyment', 'anger', 'sadness', 'fear'], 'scores': [0.31982722878456116, 0.24743574857711792, 0.21810714900493622, 0.2146298587322235]}"
NA0079-PC,OKAY AND WHERE WERE THEY WHERE DID THEY GO,I don’t know,"{'sequence': 'My undies. They’re white. He pulled my undies off. I don’t know', 'labels': ['enjoyment', 'sadness', 'fear', 'anger'], 'scores': [0.28928059339523315, 0.2837720513343811, 0.22674666345119476, 0.20020070672035217]}"
NA0079-PC,OKAY THAT’S FINE AND WHEN YOU TALK TO MUMMY DID YOU TELL MUMMY THAT YOUR UNDIES WERE OFF,No,"{'sequence': 'No', 'labels': ['sadness', 'enjoyment', 'fear', 'anger'], 'scores': [0.47002312541007996, 0.21263964474201202, 0.16136635839939117, 0.15597082674503326]}"
NA0054-PC,HM-HM,And I really needed to go to the toilet,"{'sequence': 'And I really needed to go to the toilet', 'labels': ['fear', 'sadness', 'anger', 'enjoyment'], 'scores': [0.3372085392475128, 0.306904137134552, 0.1823916882276535, 0.17349562048912048]}"
NA0054-PC,OKAY AND THEN WHAT HAPPENED NEXT,I went to the toilet by myself because Mum couldn’t leave my baby brother by himself,"{'sequence': 'And I really needed to go to the toilet. I went to the toilet by myself because Mum couldn’t leave my baby brother by himself', 'labels': ['fear', 'sadness', 'anger', 'enjoyment'], 'scores': [0.38653483986854553, 0.3727146089076996, 0.1236276626586914, 0.11712291091680527]}"
NA0054-PC,AH-HA,And then I went to the toilet by myself,"{'sequence': 'And I really needed to go to the toilet. I went to the toilet by myself because Mum couldn’t leave my baby brother by himself. And then I went to the toilet by myself', 'labels': ['sadness', 'fear', 'enjoyment', 'anger'], 'scores': [0.36864525079727173, 0.3115859031677246, 0.16559652984142303, 0.15417230129241943]}"
NA0054-PC,OKAY AND TELL ME EVERYTHING THAT HAPPENED FROM WHEN YOU WENT TO THE TOILET,I went into the toilet and I didn’t lock the door because I didn’t want to get stuck in,"{'sequence': 'I went into the toilet and I didn’t lock the door because I didn’t want to get stuck in', 'labels': ['fear', 'enjoyment', 'sadness', 'anger'], 'scores': [0.78252774477005, 0.09441293776035309, 0.0728992372751236, 0.050160039216279984]}"
NA0054-PC,HM-HM,And then the bad man came inside,"{'sequence': 'And then the bad man came inside', 'labels': ['fear', 'sadness', 'anger', 'enjoyment'], 'scores': [0.41462042927742004, 0.2920454442501068, 0.17967206239700317, 0.11366206407546997]}"
NA0038-M6,HM-HM,So that’s what I was doing and he was helping me,"{'sequence': 'So that’s what I was doing and he was helping me', 'labels': ['enjoyment', 'fear', 'sadness', 'anger'], 'scores': [0.5143995881080627, 0.1926100254058838, 0.1497013419866562, 0.14328905940055847]}"
NA0038-M6,HM-HM AND CAN YOU TELL ME MORE ABOUT WHAT HAPPENED IN THE CUPBOARD BECAUSE REMEMBER I WASN’T THERE SO I DON’T KNOW WHAT HAPPENED,He said that the game was called show and tell,"{'sequence': 'He said that the game was called show and tell', 'labels': ['enjoyment', 'fear', 'anger', 'sadness'], 'scores': [0.6472245454788208, 0.12775295972824097, 0.1188148707151413, 0.10620767623186111]}"
NA0038-M6,HM-HM,But when I play normal show and tell it’s not with your privates,"{'sequence': 'But when I play normal show and tell it’s not with your privates', 'labels': ['enjoyment', 'fear', 'anger', 'sadness'], 'scores': [0.489549845457077, 0.18797515332698822, 0.1774292290210724, 0.14504581689834595]}"
NA0038-M6,HM-HM AND SO WHAT HAPPENED WHEN THERE WAS A SURPRISE,It was just when he showed me his gross willy,"{'sequence': 'But when I play normal show and tell it’s not with your privates. It was just when he showed me his gross willy', 'labels': ['enjoyment', 'fear', 'anger', 'sadness'], 'scores': [0.39525866508483887, 0.21408621966838837, 0.20623184740543365, 0.1844232827425003]}"
NA0038-M6,HM-HM,And it made me really scared,"{'sequence': 'And it made me really scared', 'labels': ['fear', 'sadness', 'anger', 'enjoyment'], 'scores': [0.977185845375061, 0.010436758399009705, 0.007960040122270584, 0.004417331889271736]}"
