transcript_Id,Interviewer,Child,Sentiment (window size 5 / 0.6 threshold)
NA0076-PC,TELL ME MORE ABOUT THE PART WHERE HE PUT HIS HAND IN YOUR UNDIES,He wrapped his hand around my doodle and then I said I didn’t like it,"{'sequence': 'He wrapped his hand around my doodle and then I said I didn’t like it', 'labels': ['sadness', 'anger', 'fear', 'enjoyment'], 'scores': [0.3814666271209717, 0.23558200895786285, 0.19709813594818115, 0.18585322797298431]}"
NA0076-PC,HM-HM,And then he laughed and took it out,"{'sequence': 'And then he laughed and took it out', 'labels': ['enjoyment', 'anger', 'fear', 'sadness'], 'scores': [0.8937435746192932, 0.054290492087602615, 0.03105057030916214, 0.020915400236845016]}"
NA0076-PC,OKAY WHAT HAPPENS NEXT,And then I went home,"{'sequence': 'And then he laughed and took it out. And then I went home', 'labels': ['enjoyment', 'anger', 'fear', 'sadness'], 'scores': [0.7058956623077393, 0.15671198070049286, 0.09432055801153183, 0.04307179152965546]}"
NA0076-PC,HM-HM AND WAS ANYONE ELSE WITH YOU AT UNCLE GEORGE,No,"{'sequence': 'And then he laughed and took it out. And then I went home. No', 'labels': ['enjoyment', 'anger', 'fear', 'sadness'], 'scores': [0.6549646258354187, 0.1638815999031067, 0.10533662140369415, 0.07581713795661926]}"
NA0076-PC,HM-HM AND CAN YOU TELL ME MORE ABOUT THE BIG BOYS GAME HAVE YOU PLAYED IT MORE THAN ONE TIME,Yes,"{'sequence': 'And then he laughed and took it out. And then I went home. No. Yes', 'labels': ['enjoyment', 'anger', 'fear', 'sadness'], 'scores': [0.6331068277359009, 0.19391237199306488, 0.1062982827425003, 0.06668256968259811]}"
NA0082-PC,DID ANYBODY ELSE SEE THE MARKS,No,"{'sequence': 'No', 'labels': ['sadness', 'enjoyment', 'fear', 'anger'], 'scores': [0.47002312541007996, 0.21263964474201202, 0.16136635839939117, 0.15597082674503326]}"
NA0082-PC,NO WHY NOT,I don’t know,"{'sequence': 'No. I don’t know', 'labels': ['enjoyment', 'sadness', 'fear', 'anger'], 'scores': [0.32886171340942383, 0.30782264471054077, 0.182766392827034, 0.1805492639541626]}"
NA0082-PC,OKAY SO TELL ME MORE ABOUT THE PART WHERE YOU BROKE THE CONTROLLER WHAT HAPPENED,We were just playing Nintendo and I was just standing up so I could go faster and it fell,"{'sequence': 'No. I don’t know. We were just playing Nintendo and I was just standing up so I could go faster and it fell', 'labels': ['enjoyment', 'sadness', 'fear', 'anger'], 'scores': [0.3938954174518585, 0.31114688515663147, 0.16397632658481598, 0.13098134100437164]}"
NA0082-PC,OKAY,And then he said I was in trouble,"{'sequence': 'No. I don’t know. We were just playing Nintendo and I was just standing up so I could go faster and it fell. And then he said I was in trouble', 'labels': ['fear', 'sadness', 'anger', 'enjoyment'], 'scores': [0.3356698453426361, 0.28944119811058044, 0.2088671624660492, 0.16602182388305664]}"
NA0082-PC,OKAY SO NO ONE ELSE WAS HOME WHERE WAS EVERYONE ELSE,Work,"{'sequence': 'No. I don’t know. We were just playing Nintendo and I was just standing up so I could go faster and it fell. And then he said I was in trouble. Work', 'labels': ['fear', 'sadness', 'anger', 'enjoyment'], 'scores': [0.3285556733608246, 0.24850699305534363, 0.2385992407798767, 0.18433813750743866]}"
NA0047-PC,OH YEAH AND WHAT DOES THAT MEAN,He tells me to go on my hands and knees,"{'sequence': 'He tells me to go on my hands and knees', 'labels': ['fear', 'sadness', 'anger', 'enjoyment'], 'scores': [0.3573971390724182, 0.26582828164100647, 0.22316840291023254, 0.15360622107982635]}"
NA0047-PC,HM-HM,And then he put the stick in my bottom,"{'sequence': 'He tells me to go on my hands and knees. And then he put the stick in my bottom', 'labels': ['anger', 'fear', 'sadness', 'enjoyment'], 'scores': [0.34201711416244507, 0.32305431365966797, 0.2650682032108307, 0.06986039876937866]}"
NA0047-PC,OH OKAY HAS THIS HAPPENED BEFORE,No,"{'sequence': 'He tells me to go on my hands and knees. And then he put the stick in my bottom. No', 'labels': ['fear', 'anger', 'sadness', 'enjoyment'], 'scores': [0.3403030037879944, 0.33871185779571533, 0.2461208552122116, 0.07486432045698166]}"
NA0047-PC,AND THEN WHAT HAPPENED,I started crying,"{'sequence': 'I started crying', 'labels': ['sadness', 'fear', 'enjoyment', 'anger'], 'scores': [0.8985474705696106, 0.06997152417898178, 0.018708666786551476, 0.012772276066243649]}"
NA0047-PC,OKAY DID IT HURT,Yeah,"{'sequence': 'I started crying. Yeah', 'labels': ['sadness', 'fear', 'enjoyment', 'anger'], 'scores': [0.9273121356964111, 0.04207030311226845, 0.021841812878847122, 0.008775688707828522]}"
NA0038-M6,HM-HM,And so that’s when I started crying a lot and I couldn’t stop crying,"{'sequence': 'And so that’s when I started crying a lot and I couldn’t stop crying', 'labels': ['sadness', 'fear', 'enjoyment', 'anger'], 'scores': [0.8865446448326111, 0.061912503093481064, 0.031112147495150566, 0.02043072134256363]}"
NA0038-M6,HM-HM AND WHAT HAPPENED NEXT,Then he just told me that we don’t have to play anymore,"{'sequence': 'And so that’s when I started crying a lot and I couldn’t stop crying. Then he just told me that we don’t have to play anymore', 'labels': ['sadness', 'fear', 'enjoyment', 'anger'], 'scores': [0.826115071773529, 0.12025438994169235, 0.031771011650562286, 0.021859608590602875]}"
NA0038-M6,HM-HM,And so he just pulled his pants back up,"{'sequence': 'And so that’s when I started crying a lot and I couldn’t stop crying. Then he just told me that we don’t have to play anymore. And so he just pulled his pants back up', 'labels': ['sadness', 'fear', 'enjoyment', 'anger'], 'scores': [0.8172791600227356, 0.13419601321220398, 0.024310339242219925, 0.02421450801193714]}"
NA0038-M6,HM-HM,And I let go of my dress,"{'sequence': 'And so that’s when I started crying a lot and I couldn’t stop crying. Then he just told me that we don’t have to play anymore. And so he just pulled his pants back up. And I let go of my dress', 'labels': ['sadness', 'fear', 'enjoyment', 'anger'], 'scores': [0.8814777135848999, 0.08483166247606277, 0.018947727978229523, 0.014742857776582241]}"
NA0038-M6,HM-HM AND THEN WHAT HAPPENED,Then he just came over and he gave me a hug,"{'sequence': 'Then he just came over and he gave me a hug', 'labels': ['enjoyment', 'sadness', 'fear', 'anger'], 'scores': [0.6923434138298035, 0.14665070176124573, 0.09952684491872787, 0.061479050666093826]}"
NA0082-PC,LOTS OF TIMES,Yes and then he just stopped,"{'sequence': 'Yes and then he just stopped', 'labels': ['sadness', 'enjoyment', 'fear', 'anger'], 'scores': [0.33346498012542725, 0.26500651240348816, 0.23943841457366943, 0.16209003329277039]}"
NA0082-PC,OKAY IS THIS THE ONLY TIME THAT HE’S HIT YOU,Yes,"{'sequence': 'Yes and then he just stopped. Yes', 'labels': ['enjoyment', 'sadness', 'fear', 'anger'], 'scores': [0.297897607088089, 0.28763824701309204, 0.2412554919719696, 0.17320866882801056]}"
NA0082-PC,DO YOU REMEMBER HOW LONG HE WAS HITTING YOU FOR,No,"{'sequence': 'Yes and then he just stopped. Yes. No', 'labels': ['sadness', 'enjoyment', 'fear', 'anger'], 'scores': [0.30292147397994995, 0.2630159854888916, 0.24740180373191833, 0.1866607367992401]}"
NA0082-PC,NO DO YOU KNOW WHERE HE GOT THE STICK FROM,Yeah he just got it from the garden,"{'sequence': 'Yeah he just got it from the garden', 'labels': ['enjoyment', 'fear', 'anger', 'sadness'], 'scores': [0.6051704287528992, 0.15833337604999542, 0.12160596996545792, 0.11489025503396988]}"
NA0082-PC,OKAY AND WHO IS MARK,He’s my cousin,"{'sequence': 'Yeah he just got it from the garden. He’s my cousin', 'labels': ['enjoyment', 'fear', 'anger', 'sadness'], 'scores': [0.5936558246612549, 0.16414956748485565, 0.13325265049934387, 0.1089419275522232]}"
NA0078-PC,AND WHAT HAPPENS AFTER THAT,And then I played outside,"{'sequence': 'And then I played outside', 'labels': ['enjoyment', 'anger', 'fear', 'sadness'], 'scores': [0.8760706186294556, 0.0446045808494091, 0.04109096899628639, 0.03823379427194595]}"
NA0078-PC,YOU PLAY OUTSIDE OKAY YOU’VE DONE A GREAT JOB IN TALKING TO ME TODAY YOU’RE DOING REALLY WELL TELLME JUST FROM THE BEGINNING WHEN HE FOLLOWS YOU INTO THE CUPBOARD JUST TELL ME THAT BIT WHEN HE FOLLOWS YOU INTO THE CUPBOARD SO THE BIT WHEN HE GOES FIRST,He pulls his pants down,"{'sequence': 'And then I played outside. He pulls his pants down', 'labels': ['enjoyment', 'fear', 'anger', 'sadness'], 'scores': [0.6200130581855774, 0.13516861200332642, 0.13224491477012634, 0.11257345229387283]}"
NA0078-PC,YEAH WHAT THEN,He showed me his willy,"{'sequence': 'And then I played outside. He pulls his pants down. He showed me his willy', 'labels': ['enjoyment', 'fear', 'anger', 'sadness'], 'scores': [0.45208966732025146, 0.23703357577323914, 0.19537310302257538, 0.1155036985874176]}"
NA0078-PC,SO HE FOLLOWS YOU INTO THE CUPBOARD AND THEN HE PULLS HIS PANTS DOWN AND SHOWS YOU HIS WILLY IS THAT HAVE I GOT THAT RIGHT,Hm-hm,"{'sequence': 'And then I played outside. He pulls his pants down. He showed me his willy. Hm-hm', 'labels': ['enjoyment', 'fear', 'anger', 'sadness'], 'scores': [0.48514559864997864, 0.2301882952451706, 0.18055860698223114, 0.10410746932029724]}"
NA0078-PC,OKAY AND WHAT THEN,Then I have to pull my dress up,"{'sequence': 'And then I played outside. He pulls his pants down. He showed me his willy. Hm-hm. Then I have to pull my dress up', 'labels': ['enjoyment', 'fear', 'anger', 'sadness'], 'scores': [0.35749512910842896, 0.28955063223838806, 0.24047483503818512, 0.11247946321964264]}"
NA0043-PC,HM-HM WHAT HAPPENED AFTER THAT,And then we went back to play on the playground,"{'sequence': 'And then we went back to play on the playground', 'labels': ['enjoyment', 'fear', 'anger', 'sadness'], 'scores': [0.9259948134422302, 0.027345450595021248, 0.024686520919203758, 0.021973110735416412]}"
NA0043-PC,HM DID ANYTHING ELSE HAPPEN TO YOU WHILE YOU WERE IN THE TOILET WITH SAM,No,"{'sequence': 'And then we went back to play on the playground. No', 'labels': ['enjoyment', 'anger', 'fear', 'sadness'], 'scores': [0.8477089405059814, 0.05168749764561653, 0.051115185022354126, 0.0494883731007576]}"
NA0043-PC,YOU SAID THERE WERE OTHER BOYS THERE,Yes,"{'sequence': 'And then we went back to play on the playground. No. Yes', 'labels': ['enjoyment', 'anger', 'fear', 'sadness'], 'scores': [0.8018196225166321, 0.06954310834407806, 0.06939318776130676, 0.059244055300951004]}"
NA0043-PC,WHAT HAPPENED WITH THE OTHER BOYS,They were just watching,"{'sequence': 'And then we went back to play on the playground. No. Yes. They were just watching', 'labels': ['enjoyment', 'anger', 'fear', 'sadness'], 'scores': [0.756463885307312, 0.08894083648920059, 0.08821800351142883, 0.06637721508741379]}"
NA0043-PC,HM-HM WHAT WERE THEY DOING WHEN THEY WERE WATCHING,They were just laughing,"{'sequence': 'They were just laughing', 'labels': ['enjoyment', 'sadness', 'anger', 'fear'], 'scores': [0.9525235891342163, 0.017110491171479225, 0.01699715293943882, 0.013368831016123295]}"
NA0079-PC,OKAY AND WHAT’S THAT,My undies,"{'sequence': 'My undies', 'labels': ['enjoyment', 'sadness', 'fear', 'anger'], 'scores': [0.4845835268497467, 0.2005711942911148, 0.19059553742408752, 0.12424978613853455]}"
NA0079-PC,OKAY AND WHAT’S YOUR UNDIES LIKE,They’re white,"{'sequence': 'My undies. They’re white', 'labels': ['enjoyment', 'sadness', 'fear', 'anger'], 'scores': [0.5406164526939392, 0.17225325107574463, 0.15548866987228394, 0.13164158165454865]}"
NA0079-PC,THEY’RE WHITE UNDIES OKAY GOOD GIRL OKAY THAT’S BRILLIANT YOU’VE GIVEN ME LOTS OF INFORMATION THERE SOPHIE OKAY SO WHERE WOULD YOUR CLOTHES BE NOW,He pulled my undies off,"{'sequence': 'My undies. They’re white. He pulled my undies off', 'labels': ['enjoyment', 'anger', 'sadness', 'fear'], 'scores': [0.31982722878456116, 0.24743574857711792, 0.21810714900493622, 0.2146298587322235]}"
NA0079-PC,OKAY AND WHERE WERE THEY WHERE DID THEY GO,I don’t know,"{'sequence': 'My undies. They’re white. He pulled my undies off. I don’t know', 'labels': ['enjoyment', 'sadness', 'fear', 'anger'], 'scores': [0.28928059339523315, 0.2837720513343811, 0.22674666345119476, 0.20020070672035217]}"
NA0079-PC,OKAY THAT’S FINE AND WHEN YOU TALK TO MUMMY DID YOU TELL MUMMY THAT YOUR UNDIES WERE OFF,No,"{'sequence': 'My undies. They’re white. He pulled my undies off. I don’t know. No', 'labels': ['sadness', 'enjoyment', 'fear', 'anger'], 'scores': [0.3056928217411041, 0.25778788328170776, 0.22984477877616882, 0.20667454600334167]}"
NA0054-PC,HM-HM,And I really needed to go to the toilet,"{'sequence': 'And I really needed to go to the toilet', 'labels': ['fear', 'sadness', 'anger', 'enjoyment'], 'scores': [0.3372085392475128, 0.306904137134552, 0.1823916882276535, 0.17349562048912048]}"
NA0054-PC,OKAY AND THEN WHAT HAPPENED NEXT,I went to the toilet by myself because Mum couldn’t leave my baby brother by himself,"{'sequence': 'And I really needed to go to the toilet. I went to the toilet by myself because Mum couldn’t leave my baby brother by himself', 'labels': ['fear', 'sadness', 'anger', 'enjoyment'], 'scores': [0.38653483986854553, 0.3727146089076996, 0.1236276626586914, 0.11712291091680527]}"
NA0054-PC,AH-HA,And then I went to the toilet by myself,"{'sequence': 'And I really needed to go to the toilet. I went to the toilet by myself because Mum couldn’t leave my baby brother by himself. And then I went to the toilet by myself', 'labels': ['sadness', 'fear', 'enjoyment', 'anger'], 'scores': [0.36864525079727173, 0.3115859031677246, 0.16559652984142303, 0.15417230129241943]}"
NA0054-PC,OKAY AND TELL ME EVERYTHING THAT HAPPENED FROM WHEN YOU WENT TO THE TOILET,I went into the toilet and I didn’t lock the door because I didn’t want to get stuck in,"{'sequence': 'I went into the toilet and I didn’t lock the door because I didn’t want to get stuck in', 'labels': ['fear', 'enjoyment', 'sadness', 'anger'], 'scores': [0.78252774477005, 0.09441293776035309, 0.0728992372751236, 0.050160039216279984]}"
NA0054-PC,HM-HM,And then the bad man came inside,"{'sequence': 'I went into the toilet and I didn’t lock the door because I didn’t want to get stuck in. And then the bad man came inside', 'labels': ['fear', 'sadness', 'anger', 'enjoyment'], 'scores': [0.6918530464172363, 0.13343676924705505, 0.11436005681753159, 0.0603502131998539]}"
NA0038-M6,HM-HM,So that’s what I was doing and he was helping me,"{'sequence': 'So that’s what I was doing and he was helping me', 'labels': ['enjoyment', 'fear', 'sadness', 'anger'], 'scores': [0.5143995881080627, 0.1926100254058838, 0.1497013419866562, 0.14328905940055847]}"
NA0038-M6,HM-HM AND CAN YOU TELL ME MORE ABOUT WHAT HAPPENED IN THE CUPBOARD BECAUSE REMEMBER I WASN’T THERE SO I DON’T KNOW WHAT HAPPENED,He said that the game was called show and tell,"{'sequence': 'He said that the game was called show and tell', 'labels': ['enjoyment', 'fear', 'anger', 'sadness'], 'scores': [0.6472245454788208, 0.12775295972824097, 0.1188148707151413, 0.10620767623186111]}"
NA0038-M6,HM-HM,But when I play normal show and tell it’s not with your privates,"{'sequence': 'He said that the game was called show and tell. But when I play normal show and tell it’s not with your privates', 'labels': ['enjoyment', 'fear', 'anger', 'sadness'], 'scores': [0.4133743643760681, 0.20230959355831146, 0.19510939717292786, 0.18920662999153137]}"
NA0038-M6,HM-HM AND SO WHAT HAPPENED WHEN THERE WAS A SURPRISE,It was just when he showed me his gross willy,"{'sequence': 'He said that the game was called show and tell. But when I play normal show and tell it’s not with your privates. It was just when he showed me his gross willy', 'labels': ['enjoyment', 'fear', 'sadness', 'anger'], 'scores': [0.29145121574401855, 0.2395736426115036, 0.23472104966640472, 0.2342541664838791]}"
NA0038-M6,HM-HM,And it made me really scared,"{'sequence': 'And it made me really scared', 'labels': ['fear', 'sadness', 'anger', 'enjoyment'], 'scores': [0.977185845375061, 0.010436758399009705, 0.007960040122270584, 0.004417331889271736]}"
