transcript_Id,Interviewer,Child,Sentiment (window size 7 / 0.5 threshold)
NA0016-M6,WHAT HAPPENED THEN,Then he just was throwing his spaghetti at the wall and the plate smashed everywhere,"{'sequence': 'Then he just was throwing his spaghetti at the wall and the plate smashed everywhere', 'labels': ['anger', 'enjoyment', 'sadness', 'fear'], 'scores': [0.7517356276512146, 0.093869149684906, 0.08738241344690323, 0.06701284646987915]}"
NA0016-M6,THE PLATE SMASHED EVERYWHERE,Yeah and it made this big red mark on the wall,"{'sequence': 'Yeah and it made this big red mark on the wall', 'labels': ['anger', 'sadness', 'fear', 'enjoyment'], 'scores': [0.6899473667144775, 0.13727085292339325, 0.10434359312057495, 0.06843815743923187]}"
NA0016-M6,HM WHAT ELSE HAPPENED,Then that was when he was just being nasty and saying mean things,"{'sequence': 'Then that was when he was just being nasty and saying mean things', 'labels': ['anger', 'fear', 'sadness', 'enjoyment'], 'scores': [0.7886166572570801, 0.09204217046499252, 0.08896642923355103, 0.03037477470934391]}"
NA0016-M6,HM-HM,And that was the part where he hurt Mum,"{'sequence': 'And that was the part where he hurt Mum', 'labels': ['sadness', 'anger', 'fear', 'enjoyment'], 'scores': [0.5537354350090027, 0.27294355630874634, 0.13258878886699677, 0.040732208639383316]}"
NA0016-M6,TELL ME MORE ABOUT THE PART WHERE HE’S HURT YOUR MUM,He just hurt her and she fell down on the ground,"{'sequence': 'And that was the part where he hurt Mum. He just hurt her and she fell down on the ground', 'labels': ['sadness', 'fear', 'anger', 'enjoyment'], 'scores': [0.5706442594528198, 0.18486887216567993, 0.14531554281711578, 0.09917131811380386]}"
NA0016-M6,HM-HM,And she wasn't moving,"{'sequence': ""And that was the part where he hurt Mum. He just hurt her and she fell down on the ground. And she wasn't moving"", 'labels': ['sadness', 'fear', 'anger', 'enjoyment'], 'scores': [0.5475438833236694, 0.1806786209344864, 0.14090591669082642, 0.13087157905101776]}"
NA0072-PC ,OKAY YOU SAID THAT THAT HAPPENED MORE THAN ONE TIME DID IT HAPPEN MORE THAN ONE TIME ON DIFFERENT DAYS OR MORE THAN ONE TIME ON THE SAME DAY,On different days,"{'sequence': 'On different days', 'labels': ['enjoyment', 'fear', 'anger', 'sadness'], 'scores': [0.4201483130455017, 0.2940608263015747, 0.21358336508274078, 0.07220745831727982]}"
NA0072-PC ,OKAY TELL ME ABOUT ANOTHER TIME THAT YOU CAN REMEMBER,I woke up and his dirty spot was in his hand and then we heard a noise,"{'sequence': 'On different days. I woke up and his dirty spot was in his hand and then we heard a noise', 'labels': ['sadness', 'fear', 'enjoyment', 'anger'], 'scores': [0.2742770314216614, 0.2653261721134186, 0.23119953274726868, 0.2291972041130066]}"
NA0072-PC ,OKAY AND THEN WHAT HAPPENED,And then he got into bed,"{'sequence': 'And then he got into bed', 'labels': ['enjoyment', 'fear', 'sadness', 'anger'], 'scores': [0.5791451334953308, 0.1672346293926239, 0.14394281804561615, 0.10967745631933212]}"
NA0072-PC ,HM-HM TELL ME ABOUT THE PART WHERE YOU SAID YOU HEARD A NOISE,We heard a noise and I think it was my aunty and uncle going to bed,"{'sequence': 'And then he got into bed. We heard a noise and I think it was my aunty and uncle going to bed', 'labels': ['enjoyment', 'fear', 'sadness', 'anger'], 'scores': [0.40911033749580383, 0.23894837498664856, 0.21542787551879883, 0.13651347160339355]}"
NA0072-PC ,HM-HM AND DOES ANYONE ELSE APART FROM MUM KNOW THAT CALLUM HAD PUT HIS DIRTY SPOT IN YOUR BOTTOM,No,"{'sequence': 'And then he got into bed. We heard a noise and I think it was my aunty and uncle going to bed. No', 'labels': ['enjoyment', 'fear', 'sadness', 'anger'], 'scores': [0.33935120701789856, 0.25356075167655945, 0.24565334618091583, 0.16143473982810974]}"
NA0072-PC ,OKAY SO WHERE WERE YOUR AUNTY AND UNCLE WHEN CALLUM PUT HIS DIRTY SPOT IN YOUR BOTTOM,I think they were asleep,"{'sequence': 'And then he got into bed. We heard a noise and I think it was my aunty and uncle going to bed. No. I think they were asleep', 'labels': ['enjoyment', 'fear', 'sadness', 'anger'], 'scores': [0.3752535879611969, 0.2486449033021927, 0.22299189865589142, 0.15310968458652496]}"
NA0072-PC ,OKAY AND HAS CALLUM EVER SAID ANYTHING TO YOU ABOUT PUTTING HIS DIRTY SPOT IN YOUR BOTTOM,No,"{'sequence': 'And then he got into bed. We heard a noise and I think it was my aunty and uncle going to bed. No. I think they were asleep. No', 'labels': ['enjoyment', 'sadness', 'fear', 'anger'], 'scores': [0.35779446363449097, 0.2537187933921814, 0.23785144090652466, 0.15063528716564178]}"
NA0085-PC,UP TO YOUR CHIN ALL RIGHT SO TELL ME ABOUT THE BIT WHEN HE TICKLES YOUR MINI HOW LONG DOES HE DO THIS FOR,A long time,"{'sequence': 'A long time', 'labels': ['enjoyment', 'fear', 'sadness', 'anger'], 'scores': [0.3711601793766022, 0.23812977969646454, 0.217183455824852, 0.1735265702009201]}"
NA0085-PC,A LONG TIME WHAT DOES IT FEEL LIKE,A bit yucky,"{'sequence': 'A long time. A bit yucky', 'labels': ['sadness', 'fear', 'anger', 'enjoyment'], 'scores': [0.6126747727394104, 0.19029828906059265, 0.1041109710931778, 0.09291593730449677]}"
NA0085-PC,OKAY ALL RIGHT WHEN THIS HAPPENS WHERE’S MUM,She's at work,"{'sequence': ""A long time. A bit yucky. She's at work"", 'labels': ['sadness', 'fear', 'anger', 'enjoyment'], 'scores': [0.7074829339981079, 0.15961988270282745, 0.07298605889081955, 0.05991114303469658]}"
NA0085-PC,HM-HM I WANT TO FIND OUT A BIT MORE ABOUT WHERE THIS HAPPENED WHERE DO YOU HAVE YOUR BATH,In the bathroom in the big one,"{'sequence': ""A long time. A bit yucky. She's at work. In the bathroom in the big one"", 'labels': ['sadness', 'fear', 'anger', 'enjoyment'], 'scores': [0.5393881797790527, 0.2629989981651306, 0.12794554233551025, 0.0696672797203064]}"
NA0085-PC,IN THE BIG BATHROOM OKAY SO I KNOW A LITTLE BIT ABOUT YOUR FAMILY BUT CAN YOU TELL ME A BIT MORE ABOUT YOUR FAMILY I KNOW YOU’VE GOT A MUM AND STEPHEN CAN YOU TELL ME MORE ABOUT YOUR FAMILY,Yes,"{'sequence': ""A long time. A bit yucky. She's at work. In the bathroom in the big one. Yes"", 'labels': ['sadness', 'fear', 'anger', 'enjoyment'], 'scores': [0.5480734705924988, 0.26488590240478516, 0.12395630031824112, 0.06308435648679733]}"
NA0085-PC,TELL ME WHO’S IN YOUR FAMILY,My real dad but he doesn't live with us and then we have one dog,"{'sequence': ""A long time. A bit yucky. She's at work. In the bathroom in the big one. Yes. My real dad but he doesn't live with us and then we have one dog"", 'labels': ['sadness', 'fear', 'anger', 'enjoyment'], 'scores': [0.543228030204773, 0.24104918539524078, 0.16061578691005707, 0.05510697886347771]}"
NA0085-PC,OH OKAY SO THERE’S MUM AND STEPHEN AND YOU HAVE ONE DOG,Hm-hm,"{'sequence': 'Hm-hm', 'labels': ['enjoyment', 'sadness', 'anger', 'fear'], 'scores': [0.530296266078949, 0.17108674347400665, 0.15381449460983276, 0.14480248093605042]}"
NA0023-PC,OKAY SO WHEN YOU SAY HE WIPED CAN YOU DESCRIBE TO ME HOW HE DID THAT,He just wiped the wee,"{'sequence': 'He just wiped the wee', 'labels': ['enjoyment', 'sadness', 'fear', 'anger'], 'scores': [0.4239913523197174, 0.2266044169664383, 0.21836411952972412, 0.13104015588760376]}"
NA0023-PC,HM-HM DID HE USE ANYTHING,Yeah,"{'sequence': 'Yeah', 'labels': ['enjoyment', 'sadness', 'fear', 'anger'], 'scores': [0.5909422636032104, 0.16306021809577942, 0.1298425793647766, 0.11615494638681412]}"
NA0023-PC,WHAT WAS THAT,Just his fingers,"{'sequence': 'Yeah. Just his fingers', 'labels': ['enjoyment', 'sadness', 'fear', 'anger'], 'scores': [0.33961573243141174, 0.26229751110076904, 0.21511973440647125, 0.18296705186367035]}"
NA0023-PC,OKAY AND THEN WHAT HAPPENED,And then I started crying,"{'sequence': 'And then I started crying', 'labels': ['sadness', 'fear', 'enjoyment', 'anger'], 'scores': [0.93219393491745, 0.04688062146306038, 0.011605003848671913, 0.009320438839495182]}"
NA0023-PC,HM-HM,And then he ran away,"{'sequence': 'And then I started crying. And then he ran away', 'labels': ['sadness', 'fear', 'enjoyment', 'anger'], 'scores': [0.9104117751121521, 0.06909502297639847, 0.011265721172094345, 0.00922751147300005]}"
NA0023-PC,HE RAN AWAY,Yeah,"{'sequence': 'Yeah', 'labels': ['enjoyment', 'sadness', 'fear', 'anger'], 'scores': [0.5909422636032104, 0.16306021809577942, 0.1298425793647766, 0.11615494638681412]}"
NA0023-PC,OKAY SO YOU MENTIONED BEFORE THAT HE SAID HE HAD TO HELP YOU CAN YOU TELL ME MORE ABOUT THAT,Yeah,"{'sequence': 'Yeah', 'labels': ['enjoyment', 'sadness', 'fear', 'anger'], 'scores': [0.5909422636032104, 0.16306021809577942, 0.1298425793647766, 0.11615494638681412]}"
NA0064-PC,OKAY IS THERE ANYTHING ELSE YOU WANT TO TELL ME,No,"{'sequence': 'No', 'labels': ['sadness', 'enjoyment', 'fear', 'anger'], 'scores': [0.47002312541007996, 0.21263964474201202, 0.16136635839939117, 0.15597082674503326]}"
NA0064-PC,NO ARE YOU FEELING SAFE AT SCHOOL,Yes,"{'sequence': 'No. Yes', 'labels': ['enjoyment', 'sadness', 'fear', 'anger'], 'scores': [0.33269673585891724, 0.25528350472450256, 0.21071429550647736, 0.2013055384159088]}"
NA0064-PC,YES WHAT MAKES YOU FEEL SAFE,My friends are really nice,"{'sequence': 'My friends are really nice', 'labels': ['enjoyment', 'fear', 'anger', 'sadness'], 'scores': [0.8057018518447876, 0.08542346209287643, 0.0559762679040432, 0.052898429334163666]}"
NA0064-PC,FRIENDS ARE NICE,The teachers were nice,"{'sequence': 'The teachers were nice', 'labels': ['enjoyment', 'fear', 'sadness', 'anger'], 'scores': [0.6883605122566223, 0.15117689967155457, 0.08525679260492325, 0.07520578056573868]}"
NA0064-PC,TEACHERS ARE NICE OKAY IS THERE ANYTHING THAT MAKES YOU FEEL UNSAFE,Yes,"{'sequence': 'The teachers were nice. Yes', 'labels': ['enjoyment', 'fear', 'sadness', 'anger'], 'scores': [0.6353018879890442, 0.1776311993598938, 0.10781539231538773, 0.07925151288509369]}"
NA0064-PC,YEAH WHAT MAKES YOU FEEL UNSAFE,When Sam makes us go into the toilet,"{'sequence': 'The teachers were nice. Yes. When Sam makes us go into the toilet', 'labels': ['fear', 'anger', 'sadness', 'enjoyment'], 'scores': [0.4300466775894165, 0.24779462814331055, 0.18533676862716675, 0.13682198524475098]}"
NA0064-PC,OKAY HOW DOES HE MAKE YOU,I don't know,"{'sequence': ""The teachers were nice. Yes. When Sam makes us go into the toilet. I don't know"", 'labels': ['fear', 'anger', 'sadness', 'enjoyment'], 'scores': [0.41391944885253906, 0.2556167542934418, 0.17433562874794006, 0.1561281681060791]}"
NA0080-PC,HM-HM,And when I got there we were playing under the sprinkler,"{'sequence': 'And when I got there we were playing under the sprinkler', 'labels': ['enjoyment', 'fear', 'anger', 'sadness'], 'scores': [0.898918092250824, 0.03773890435695648, 0.034864794462919235, 0.028478212654590607]}"
NA0080-PC,OKAY SO YOU WERE PLAYING UNDER THE SPRINKLER AND WAS THAT WITH JANET,Yeah,"{'sequence': 'Yeah', 'labels': ['enjoyment', 'sadness', 'fear', 'anger'], 'scores': [0.5909422636032104, 0.16306021809577942, 0.1298425793647766, 0.11615494638681412]}"
NA0080-PC,AND WHAT HAPPENED NEXT,Then her grandfather came out and started spraying us with the hose,"{'sequence': 'Yeah. Then her grandfather came out and started spraying us with the hose', 'labels': ['anger', 'fear', 'sadness', 'enjoyment'], 'scores': [0.4723098874092102, 0.19420842826366425, 0.1765754669904709, 0.15690624713897705]}"
NA0080-PC,OKAY AND WHAT HAPPENED AFTER THAT,And then he asked us if we wanted to go in the spa,"{'sequence': 'And then he asked us if we wanted to go in the spa', 'labels': ['enjoyment', 'fear', 'anger', 'sadness'], 'scores': [0.813366711139679, 0.07516130805015564, 0.06178087741136551, 0.049691084772348404]}"
NA0080-PC,OKAY SO HE ASKED YOU IF YOU WANTED TO GO INTO THE SPA AND THEN WHAT HAPPENED AFTER THAT,We're only allowed to go in the spa with an adult,"{'sequence': ""And then he asked us if we wanted to go in the spa. We're only allowed to go in the spa with an adult"", 'labels': ['enjoyment', 'fear', 'anger', 'sadness'], 'scores': [0.33451300859451294, 0.26906517148017883, 0.2282249480485916, 0.168196901679039]}"
NA0080-PC,HM-HM,So the three of us went in together,"{'sequence': ""And then he asked us if we wanted to go in the spa. We're only allowed to go in the spa with an adult. So the three of us went in together"", 'labels': ['enjoyment', 'fear', 'anger', 'sadness'], 'scores': [0.44637951254844666, 0.22767320275306702, 0.18068644404411316, 0.14526082575321198]}"
NA0080-PC,OKAY SO WHAT HAPPENED AFTER YOU WENT INTO THE SPA WITH JANET AND HER GRANDFATHER,Janet and I were splashing each other,"{'sequence': 'Janet and I were splashing each other', 'labels': ['enjoyment', 'anger', 'fear', 'sadness'], 'scores': [0.597006618976593, 0.3064960241317749, 0.05775121971964836, 0.0387461856007576]}"
NA0100-PC,ONE TIME OKAY CAN YOU TELL ME EVERYTHING ABOUT WHAT HAPPENED WHEN YOUR NEIGHBOUR HURT YOUR PEE-PEE START FROM THE BEGINNING,Yeah,"{'sequence': 'Yeah', 'labels': ['enjoyment', 'sadness', 'fear', 'anger'], 'scores': [0.5909422636032104, 0.16306021809577942, 0.1298425793647766, 0.11615494638681412]}"
NA0100-PC,OKAY SO TELL ME EVERYTHING ABOUT WHAT HAPPENED WHEN YOUR NEIGHBOUR HURT YOUR PEE-PEE,I play hide and seek with him,"{'sequence': 'I play hide and seek with him', 'labels': ['enjoyment', 'fear', 'anger', 'sadness'], 'scores': [0.7219745516777039, 0.1776467114686966, 0.053855545818805695, 0.04652320221066475]}"
NA0100-PC,HM-HM,And we play after school,"{'sequence': 'And we play after school', 'labels': ['enjoyment', 'anger', 'fear', 'sadness'], 'scores': [0.8772588968276978, 0.04383164644241333, 0.042229726910591125, 0.036679770797491074]}"
NA0100-PC,OKAY,And he comes over to my house,"{'sequence': 'And we play after school. And he comes over to my house', 'labels': ['enjoyment', 'anger', 'fear', 'sadness'], 'scores': [0.8539977669715881, 0.055306825786828995, 0.0551304817199707, 0.035564880818128586]}"
NA0100-PC,OKAY YOUR HOUSE,And he came over when his mum was at work,"{'sequence': 'And we play after school. And he comes over to my house. And he came over when his mum was at work', 'labels': ['enjoyment', 'fear', 'anger', 'sadness'], 'scores': [0.8133232593536377, 0.07504457235336304, 0.06366072595119476, 0.04797149449586868]}"
NA0100-PC,OKAY SO TELL ME MORE SORRY I’LL START AGAIN SO WHAT ELSE HAPPENED WHEN YOUR NEIGHBOUR HURT YOUR PEE-PEE,I like hiding first because I'm really good at  hiding,"{'sequence': ""I like hiding first because I'm really good at  hiding"", 'labels': ['enjoyment', 'fear', 'sadness', 'anger'], 'scores': [0.7820520997047424, 0.10927291214466095, 0.07046347111463547, 0.03821150213479996]}"
NA0100-PC,SO CAN YOU TELL ME THAT AGAIN YOU HIDE,First because I'm really good at hiding,"{'sequence': ""I like hiding first because I'm really good at  hiding. First because I'm really good at hiding"", 'labels': ['enjoyment', 'fear', 'sadness', 'anger'], 'scores': [0.8886000514030457, 0.055498577654361725, 0.036973726004362106, 0.01892765983939171]}"
NA0092-PC,YOU DON’T LIVE WITH HIM SO DID SOMETHING HAPPEN TO YOU ON THE WEEKEND,Yes,"{'sequence': 'Yes', 'labels': ['enjoyment', 'fear', 'sadness', 'anger'], 'scores': [0.49521011114120483, 0.1819244772195816, 0.16202308237552643, 0.16084232926368713]}"
NA0092-PC,CAN YOU TELL ME MORE ABOUT THAT,Yes,"{'sequence': 'Yes. Yes', 'labels': ['enjoyment', 'fear', 'anger', 'sadness'], 'scores': [0.48184096813201904, 0.1941024214029312, 0.17281560599803925, 0.1512410193681717]}"
NA0092-PC,SO WHAT SORT OF THING HAPPENED,He hurt me,"{'sequence': 'He hurt me', 'labels': ['sadness', 'anger', 'fear', 'enjoyment'], 'scores': [0.5278923511505127, 0.23918825387954712, 0.16693224012851715, 0.06598717719316483]}"
NA0092-PC,HE HURT YOU AND CAN YOU TEL ME HOW HE HURT YOU,Yes,"{'sequence': 'He hurt me. Yes', 'labels': ['sadness', 'anger', 'fear', 'enjoyment'], 'scores': [0.5408416986465454, 0.2341771274805069, 0.16140224039554596, 0.06357896327972412]}"
NA0092-PC,AND CAN YOU EXPLAIN,Yes,"{'sequence': 'He hurt me. Yes. Yes', 'labels': ['sadness', 'anger', 'fear', 'enjoyment'], 'scores': [0.5702260136604309, 0.24512510001659393, 0.13818417489528656, 0.0464647002518177]}"
NA0092-PC,HM,He just hurt me,"{'sequence': 'He just hurt me', 'labels': ['sadness', 'anger', 'fear', 'enjoyment'], 'scores': [0.5173434615135193, 0.27008429169654846, 0.16901087760925293, 0.04356134310364723]}"
NA0092-PC,PARDON,He just hurt me,"{'sequence': 'He just hurt me', 'labels': ['sadness', 'anger', 'fear', 'enjoyment'], 'scores': [0.5173434615135193, 0.27008429169654846, 0.16901087760925293, 0.04356134310364723]}"
NA0007-PC ,SO IT WAS JUST YOU AND CALLUM,Yeah,"{'sequence': 'Yeah', 'labels': ['enjoyment', 'sadness', 'fear', 'anger'], 'scores': [0.5909422636032104, 0.16306021809577942, 0.1298425793647766, 0.11615494638681412]}"
NA0007-PC ,AND YOU TOLD ME THAT IT HURT YEAH,Hm-hm,"{'sequence': 'Hm-hm', 'labels': ['enjoyment', 'sadness', 'anger', 'fear'], 'scores': [0.530296266078949, 0.17108674347400665, 0.15381449460983276, 0.14480248093605042]}"
NA0007-PC ,AND I’M REALLY SORRY THAT THAT’S HAPPENED YEAH AND DID YOU SPEAK TO ANYBODY ABOUT WHAT HAS HAPPENED,Yeah,"{'sequence': 'Yeah', 'labels': ['enjoyment', 'sadness', 'fear', 'anger'], 'scores': [0.5909422636032104, 0.16306021809577942, 0.1298425793647766, 0.11615494638681412]}"
NA0007-PC ,YEAH WHO DID YOU SPEAK TO,My mum,"{'sequence': 'Yeah. My mum', 'labels': ['sadness', 'enjoyment', 'fear', 'anger'], 'scores': [0.31678515672683716, 0.27942049503326416, 0.23900824785232544, 0.16478599607944489]}"
NA0007-PC ,YOU SPOKE TO YOUR MUM CAN YOU REMEMBER WHEN YOU SPOKE TO MUM,Yeah,"{'sequence': 'Yeah', 'labels': ['enjoyment', 'sadness', 'fear', 'anger'], 'scores': [0.5909422636032104, 0.16306021809577942, 0.1298425793647766, 0.11615494638681412]}"
NA0007-PC ,YEAH WHEN WAS THAT,Just when she picked me up in the morning,"{'sequence': 'Yeah. Just when she picked me up in the morning', 'labels': ['enjoyment', 'fear', 'anger', 'sadness'], 'scores': [0.454204261302948, 0.19055838882923126, 0.17995339632034302, 0.17528395354747772]}"
NA0007-PC ,OKAY SO IT WAS THE NEXT DAY,Hm-hm,"{'sequence': 'Hm-hm', 'labels': ['enjoyment', 'sadness', 'anger', 'fear'], 'scores': [0.530296266078949, 0.17108674347400665, 0.15381449460983276, 0.14480248093605042]}"
NA0040-PC,OKAY DID YOU SAY ANYTHING TO THE LADY,No,"{'sequence': 'No', 'labels': ['sadness', 'enjoyment', 'fear', 'anger'], 'scores': [0.47002312541007996, 0.21263964474201202, 0.16136635839939117, 0.15597082674503326]}"
NA0040-PC,NO SO WHEN SHE ASKED IF YOU’RE OKAY YOU DIDN’T SAY ANYTHING TO HER,No,"{'sequence': 'No. No', 'labels': ['sadness', 'enjoyment', 'fear', 'anger'], 'scores': [0.34571126103401184, 0.2614560127258301, 0.22844581305980682, 0.16438685357570648]}"
NA0040-PC,NO OKAY SO WHAT DID YOU DO AFTER THAT,I went back to Mum,"{'sequence': 'No. No. I went back to Mum', 'labels': ['sadness', 'fear', 'anger', 'enjoyment'], 'scores': [0.36920225620269775, 0.2578026354312897, 0.18835753202438354, 0.18463760614395142]}"
NA0040-PC,YOU WENT BACK TO YOUR MUM OKAY AND DID YOU TELL YOUR MUM WHAT HAPPENED,Yeah,"{'sequence': 'Yeah', 'labels': ['enjoyment', 'sadness', 'fear', 'anger'], 'scores': [0.5909422636032104, 0.16306021809577942, 0.1298425793647766, 0.11615494638681412]}"
NA0040-PC,YEAH CAN YOU REMEMBER WHAT YOU SAID TO YOUR MUM,Yeah,"{'sequence': 'Yeah', 'labels': ['enjoyment', 'sadness', 'fear', 'anger'], 'scores': [0.5909422636032104, 0.16306021809577942, 0.1298425793647766, 0.11615494638681412]}"
NA0040-PC,YEAH WHAT DID YOU SAY,I told her I was scared going to the toilet,"{'sequence': 'I told her I was scared going to the toilet', 'labels': ['fear', 'sadness', 'anger', 'enjoyment'], 'scores': [0.9143438339233398, 0.05395720154047012, 0.016941670328378677, 0.014757334254682064]}"
NA0040-PC,OKAY AND WHAT JESSICA DO YOU REMEMBER WHAT YOU WERE WEARING WHEN YOU WENT TO THE TOILET,Hm-hm,"{'sequence': 'Hm-hm', 'labels': ['enjoyment', 'sadness', 'anger', 'fear'], 'scores': [0.530296266078949, 0.17108674347400665, 0.15381449460983276, 0.14480248093605042]}"
