transcript_Id,Interviewer,Child,Sentiment (window size 7 / 0.4 threshold)
NA0020-PC,OKAY WHEN YOU SAY SOME RUDE PEOPLE WHAT WERE THE PICTURES,Naked people,"{'sequence': 'Naked people', 'labels': ['enjoyment', 'sadness', 'fear', 'anger'], 'scores': [0.4402807056903839, 0.22442717850208282, 0.21113146841526031, 0.12416064739227295]}"
NA0020-PC,NAKED AND WHAT WERE THEY DOING,Touching each other's privates,"{'sequence': ""Touching each other's privates"", 'labels': ['enjoyment', 'anger', 'fear', 'sadness'], 'scores': [0.509163498878479, 0.18913093209266663, 0.16979965567588806, 0.1319059133529663]}"
NA0020-PC,OKAY SO LET ME JUST GO OVER WHAT YOU TOLD ME YOU SAID THAT YOU WERE IN HIS LOUNGE ROOM AND YOU WERE HE WAS ON HIS COMPUTER AND WHERE WERE YOU SITTING,I wasn't sitting,"{'sequence': ""I wasn't sitting"", 'labels': ['enjoyment', 'fear', 'sadness', 'anger'], 'scores': [0.44861525297164917, 0.2344932109117508, 0.17157022655010223, 0.14532138407230377]}"
NA0020-PC,OKAY SO WHERE WERE YOU WHEN HE WAS ON HIS COMPUTER WHERE WERE YOU,Standing next to him,"{'sequence': 'Standing next to him', 'labels': ['enjoyment', 'sadness', 'fear', 'anger'], 'scores': [0.44679924845695496, 0.21164661645889282, 0.18152017891407013, 0.1600339114665985]}"
NA0016-M6,HM-HM,And he was angry because his dinner was cold,"{'sequence': 'And he was angry because his dinner was cold', 'labels': ['anger', 'fear', 'sadness', 'enjoyment'], 'scores': [0.9451865553855896, 0.021004293113946915, 0.018438275903463364, 0.01537083089351654]}"
NA0016-M6,WHAT HAPPENED THEN,Then he just was throwing his spaghetti at the wall and the plate smashed everywhere,"{'sequence': 'Then he just was throwing his spaghetti at the wall and the plate smashed everywhere', 'labels': ['anger', 'enjoyment', 'sadness', 'fear'], 'scores': [0.7517356276512146, 0.093869149684906, 0.08738241344690323, 0.06701284646987915]}"
NA0016-M6,THE PLATE SMASHED EVERYWHERE,Yeah and it made this big red mark on the wall,"{'sequence': 'Yeah and it made this big red mark on the wall', 'labels': ['anger', 'sadness', 'fear', 'enjoyment'], 'scores': [0.6899473667144775, 0.13727085292339325, 0.10434359312057495, 0.06843815743923187]}"
NA0016-M6,HM WHAT ELSE HAPPENED,Then that was when he was just being nasty and saying mean things,"{'sequence': 'Then that was when he was just being nasty and saying mean things', 'labels': ['anger', 'fear', 'sadness', 'enjoyment'], 'scores': [0.7886166572570801, 0.09204217046499252, 0.08896642923355103, 0.03037477470934391]}"
NA0016-M6,HM-HM,And that was the part where he hurt Mum,"{'sequence': 'And that was the part where he hurt Mum', 'labels': ['sadness', 'anger', 'fear', 'enjoyment'], 'scores': [0.5537354350090027, 0.27294355630874634, 0.13258878886699677, 0.040732208639383316]}"
NA0016-M6,TELL ME MORE ABOUT THE PART WHERE HE’S HURT YOUR MUM,He just hurt her and she fell down on the ground,"{'sequence': 'He just hurt her and she fell down on the ground', 'labels': ['sadness', 'anger', 'fear', 'enjoyment'], 'scores': [0.46511110663414, 0.20504677295684814, 0.19123271107673645, 0.1386093646287918]}"
NA0016-M6,HM-HM,And she wasn't moving,"{'sequence': ""And she wasn't moving"", 'labels': ['sadness', 'enjoyment', 'fear', 'anger'], 'scores': [0.4380035102367401, 0.30311599373817444, 0.1463632434606552, 0.11251726746559143]}"
NA0072-PC ,OKAY YOU SAID THAT THAT HAPPENED MORE THAN ONE TIME DID IT HAPPEN MORE THAN ONE TIME ON DIFFERENT DAYS OR MORE THAN ONE TIME ON THE SAME DAY,On different days,"{'sequence': 'On different days', 'labels': ['enjoyment', 'fear', 'anger', 'sadness'], 'scores': [0.4201483130455017, 0.2940608263015747, 0.21358336508274078, 0.07220745831727982]}"
NA0072-PC ,OKAY TELL ME ABOUT ANOTHER TIME THAT YOU CAN REMEMBER,I woke up and his dirty spot was in his hand and then we heard a noise,"{'sequence': 'On different days. I woke up and his dirty spot was in his hand and then we heard a noise', 'labels': ['sadness', 'fear', 'enjoyment', 'anger'], 'scores': [0.2742770314216614, 0.2653261721134186, 0.23119953274726868, 0.2291972041130066]}"
NA0072-PC ,OKAY AND THEN WHAT HAPPENED,And then he got into bed,"{'sequence': 'And then he got into bed', 'labels': ['enjoyment', 'fear', 'sadness', 'anger'], 'scores': [0.5791451334953308, 0.1672346293926239, 0.14394281804561615, 0.10967745631933212]}"
NA0072-PC ,HM-HM TELL ME ABOUT THE PART WHERE YOU SAID YOU HEARD A NOISE,We heard a noise and I think it was my aunty and uncle going to bed,"{'sequence': 'And then he got into bed. We heard a noise and I think it was my aunty and uncle going to bed', 'labels': ['enjoyment', 'fear', 'sadness', 'anger'], 'scores': [0.40911033749580383, 0.23894837498664856, 0.21542787551879883, 0.13651347160339355]}"
NA0072-PC ,HM-HM AND DOES ANYONE ELSE APART FROM MUM KNOW THAT CALLUM HAD PUT HIS DIRTY SPOT IN YOUR BOTTOM,No,"{'sequence': 'No', 'labels': ['sadness', 'enjoyment', 'fear', 'anger'], 'scores': [0.47002312541007996, 0.21263964474201202, 0.16136635839939117, 0.15597082674503326]}"
NA0072-PC ,OKAY SO WHERE WERE YOUR AUNTY AND UNCLE WHEN CALLUM PUT HIS DIRTY SPOT IN YOUR BOTTOM,I think they were asleep,"{'sequence': 'No. I think they were asleep', 'labels': ['sadness', 'enjoyment', 'fear', 'anger'], 'scores': [0.46439898014068604, 0.24484242498874664, 0.1976848542690277, 0.09307374060153961]}"
NA0072-PC ,OKAY AND HAS CALLUM EVER SAID ANYTHING TO YOU ABOUT PUTTING HIS DIRTY SPOT IN YOUR BOTTOM,No,"{'sequence': 'No', 'labels': ['sadness', 'enjoyment', 'fear', 'anger'], 'scores': [0.47002312541007996, 0.21263964474201202, 0.16136635839939117, 0.15597082674503326]}"
NA0085-PC,UP TO YOUR CHIN ALL RIGHT SO TELL ME ABOUT THE BIT WHEN HE TICKLES YOUR MINI HOW LONG DOES HE DO THIS FOR,A long time,"{'sequence': 'A long time', 'labels': ['enjoyment', 'fear', 'sadness', 'anger'], 'scores': [0.3711601793766022, 0.23812977969646454, 0.217183455824852, 0.1735265702009201]}"
NA0085-PC,A LONG TIME WHAT DOES IT FEEL LIKE,A bit yucky,"{'sequence': 'A bit yucky', 'labels': ['sadness', 'fear', 'anger', 'enjoyment'], 'scores': [0.4701426327228546, 0.25500163435935974, 0.14912478625774384, 0.12573090195655823]}"
NA0085-PC,OKAY ALL RIGHT WHEN THIS HAPPENS WHERE’S MUM,She's at work,"{'sequence': ""A bit yucky. She's at work"", 'labels': ['sadness', 'fear', 'anger', 'enjoyment'], 'scores': [0.5866639018058777, 0.2083514779806137, 0.1121898889541626, 0.0927947610616684]}"
NA0085-PC,HM-HM I WANT TO FIND OUT A BIT MORE ABOUT WHERE THIS HAPPENED WHERE DO YOU HAVE YOUR BATH,In the bathroom in the big one,"{'sequence': ""A bit yucky. She's at work. In the bathroom in the big one"", 'labels': ['sadness', 'fear', 'anger', 'enjoyment'], 'scores': [0.5065720677375793, 0.28611671924591064, 0.1298835724592209, 0.07742767781019211]}"
NA0085-PC,IN THE BIG BATHROOM OKAY SO I KNOW A LITTLE BIT ABOUT YOUR FAMILY BUT CAN YOU TELL ME A BIT MORE ABOUT YOUR FAMILY I KNOW YOU’VE GOT A MUM AND STEPHEN CAN YOU TELL ME MORE ABOUT YOUR FAMILY,Yes,"{'sequence': 'Yes', 'labels': ['enjoyment', 'fear', 'sadness', 'anger'], 'scores': [0.49521011114120483, 0.1819244772195816, 0.16202308237552643, 0.16084232926368713]}"
NA0085-PC,TELL ME WHO’S IN YOUR FAMILY,My real dad but he doesn't live with us and then we have one dog,"{'sequence': ""Yes. My real dad but he doesn't live with us and then we have one dog"", 'labels': ['enjoyment', 'sadness', 'fear', 'anger'], 'scores': [0.31103822588920593, 0.2738829553127289, 0.2257489264011383, 0.18932989239692688]}"
NA0085-PC,OH OKAY SO THERE’S MUM AND STEPHEN AND YOU HAVE ONE DOG,Hm-hm,"{'sequence': 'Hm-hm', 'labels': ['enjoyment', 'sadness', 'anger', 'fear'], 'scores': [0.530296266078949, 0.17108674347400665, 0.15381449460983276, 0.14480248093605042]}"
NA0023-PC,OKAY SO WHEN YOU SAY HE WIPED CAN YOU DESCRIBE TO ME HOW HE DID THAT,He just wiped the wee,"{'sequence': 'He just wiped the wee', 'labels': ['enjoyment', 'sadness', 'fear', 'anger'], 'scores': [0.4239913523197174, 0.2266044169664383, 0.21836411952972412, 0.13104015588760376]}"
NA0023-PC,HM-HM DID HE USE ANYTHING,Yeah,"{'sequence': 'Yeah', 'labels': ['enjoyment', 'sadness', 'fear', 'anger'], 'scores': [0.5909422636032104, 0.16306021809577942, 0.1298425793647766, 0.11615494638681412]}"
NA0023-PC,WHAT WAS THAT,Just his fingers,"{'sequence': 'Yeah. Just his fingers', 'labels': ['enjoyment', 'sadness', 'fear', 'anger'], 'scores': [0.33961573243141174, 0.26229751110076904, 0.21511973440647125, 0.18296705186367035]}"
NA0023-PC,OKAY AND THEN WHAT HAPPENED,And then I started crying,"{'sequence': 'And then I started crying', 'labels': ['sadness', 'fear', 'enjoyment', 'anger'], 'scores': [0.93219393491745, 0.04688062146306038, 0.011605003848671913, 0.009320438839495182]}"
NA0023-PC,HM-HM,And then he ran away,"{'sequence': 'And then I started crying. And then he ran away', 'labels': ['sadness', 'fear', 'enjoyment', 'anger'], 'scores': [0.9104117751121521, 0.06909502297639847, 0.011265721172094345, 0.00922751147300005]}"
NA0023-PC,HE RAN AWAY,Yeah,"{'sequence': 'Yeah', 'labels': ['enjoyment', 'sadness', 'fear', 'anger'], 'scores': [0.5909422636032104, 0.16306021809577942, 0.1298425793647766, 0.11615494638681412]}"
NA0023-PC,OKAY SO YOU MENTIONED BEFORE THAT HE SAID HE HAD TO HELP YOU CAN YOU TELL ME MORE ABOUT THAT,Yeah,"{'sequence': 'Yeah', 'labels': ['enjoyment', 'sadness', 'fear', 'anger'], 'scores': [0.5909422636032104, 0.16306021809577942, 0.1298425793647766, 0.11615494638681412]}"
NA0064-PC,OKAY IS THERE ANYTHING ELSE YOU WANT TO TELL ME,No,"{'sequence': 'No', 'labels': ['sadness', 'enjoyment', 'fear', 'anger'], 'scores': [0.47002312541007996, 0.21263964474201202, 0.16136635839939117, 0.15597082674503326]}"
NA0064-PC,NO ARE YOU FEELING SAFE AT SCHOOL,Yes,"{'sequence': 'Yes', 'labels': ['enjoyment', 'fear', 'sadness', 'anger'], 'scores': [0.49521011114120483, 0.1819244772195816, 0.16202308237552643, 0.16084232926368713]}"
NA0064-PC,YES WHAT MAKES YOU FEEL SAFE,My friends are really nice,"{'sequence': 'My friends are really nice', 'labels': ['enjoyment', 'fear', 'anger', 'sadness'], 'scores': [0.8057018518447876, 0.08542346209287643, 0.0559762679040432, 0.052898429334163666]}"
NA0064-PC,FRIENDS ARE NICE,The teachers were nice,"{'sequence': 'The teachers were nice', 'labels': ['enjoyment', 'fear', 'sadness', 'anger'], 'scores': [0.6883605122566223, 0.15117689967155457, 0.08525679260492325, 0.07520578056573868]}"
NA0064-PC,TEACHERS ARE NICE OKAY IS THERE ANYTHING THAT MAKES YOU FEEL UNSAFE,Yes,"{'sequence': 'Yes', 'labels': ['enjoyment', 'fear', 'sadness', 'anger'], 'scores': [0.49521011114120483, 0.1819244772195816, 0.16202308237552643, 0.16084232926368713]}"
NA0064-PC,YEAH WHAT MAKES YOU FEEL UNSAFE,When Sam makes us go into the toilet,"{'sequence': 'Yes. When Sam makes us go into the toilet', 'labels': ['fear', 'anger', 'sadness', 'enjoyment'], 'scores': [0.41531726717948914, 0.2885638177394867, 0.19172453880310059, 0.10439442843198776]}"
NA0064-PC,OKAY HOW DOES HE MAKE YOU,I don't know,"{'sequence': ""I don't know"", 'labels': ['enjoyment', 'sadness', 'anger', 'fear'], 'scores': [0.4106092154979706, 0.24028031527996063, 0.18106308579444885, 0.16804735362529755]}"
NA0080-PC,HM-HM,And when I got there we were playing under the sprinkler,"{'sequence': 'And when I got there we were playing under the sprinkler', 'labels': ['enjoyment', 'fear', 'anger', 'sadness'], 'scores': [0.898918092250824, 0.03773890435695648, 0.034864794462919235, 0.028478212654590607]}"
NA0080-PC,OKAY SO YOU WERE PLAYING UNDER THE SPRINKLER AND WAS THAT WITH JANET,Yeah,"{'sequence': 'Yeah', 'labels': ['enjoyment', 'sadness', 'fear', 'anger'], 'scores': [0.5909422636032104, 0.16306021809577942, 0.1298425793647766, 0.11615494638681412]}"
NA0080-PC,AND WHAT HAPPENED NEXT,Then her grandfather came out and started spraying us with the hose,"{'sequence': 'Then her grandfather came out and started spraying us with the hose', 'labels': ['anger', 'sadness', 'fear', 'enjoyment'], 'scores': [0.44499191641807556, 0.20590326189994812, 0.1936010867357254, 0.15550372004508972]}"
NA0080-PC,OKAY AND WHAT HAPPENED AFTER THAT,And then he asked us if we wanted to go in the spa,"{'sequence': 'And then he asked us if we wanted to go in the spa', 'labels': ['enjoyment', 'fear', 'anger', 'sadness'], 'scores': [0.813366711139679, 0.07516130805015564, 0.06178087741136551, 0.049691084772348404]}"
NA0080-PC,OKAY SO HE ASKED YOU IF YOU WANTED TO GO INTO THE SPA AND THEN WHAT HAPPENED AFTER THAT,We're only allowed to go in the spa with an adult,"{'sequence': ""And then he asked us if we wanted to go in the spa. We're only allowed to go in the spa with an adult"", 'labels': ['enjoyment', 'fear', 'anger', 'sadness'], 'scores': [0.33451300859451294, 0.26906517148017883, 0.2282249480485916, 0.168196901679039]}"
NA0080-PC,HM-HM,So the three of us went in together,"{'sequence': 'So the three of us went in together', 'labels': ['enjoyment', 'anger', 'sadness', 'fear'], 'scores': [0.4342282712459564, 0.21364720165729523, 0.18821975588798523, 0.16390478610992432]}"
NA0080-PC,OKAY SO WHAT HAPPENED AFTER YOU WENT INTO THE SPA WITH JANET AND HER GRANDFATHER,Janet and I were splashing each other,"{'sequence': 'Janet and I were splashing each other', 'labels': ['enjoyment', 'anger', 'fear', 'sadness'], 'scores': [0.597006618976593, 0.3064960241317749, 0.05775121971964836, 0.0387461856007576]}"
NA0100-PC,ONE TIME OKAY CAN YOU TELL ME EVERYTHING ABOUT WHAT HAPPENED WHEN YOUR NEIGHBOUR HURT YOUR PEE-PEE START FROM THE BEGINNING,Yeah,"{'sequence': 'Yeah', 'labels': ['enjoyment', 'sadness', 'fear', 'anger'], 'scores': [0.5909422636032104, 0.16306021809577942, 0.1298425793647766, 0.11615494638681412]}"
NA0100-PC,OKAY SO TELL ME EVERYTHING ABOUT WHAT HAPPENED WHEN YOUR NEIGHBOUR HURT YOUR PEE-PEE,I play hide and seek with him,"{'sequence': 'I play hide and seek with him', 'labels': ['enjoyment', 'fear', 'anger', 'sadness'], 'scores': [0.7219745516777039, 0.1776467114686966, 0.053855545818805695, 0.04652320221066475]}"
NA0100-PC,HM-HM,And we play after school,"{'sequence': 'And we play after school', 'labels': ['enjoyment', 'anger', 'fear', 'sadness'], 'scores': [0.8772588968276978, 0.04383164644241333, 0.042229726910591125, 0.036679770797491074]}"
NA0100-PC,OKAY,And he comes over to my house,"{'sequence': 'And he comes over to my house', 'labels': ['enjoyment', 'fear', 'anger', 'sadness'], 'scores': [0.48629695177078247, 0.20384657382965088, 0.17409668862819672, 0.13575975596904755]}"
NA0100-PC,OKAY YOUR HOUSE,And he came over when his mum was at work,"{'sequence': 'And he came over when his mum was at work', 'labels': ['enjoyment', 'sadness', 'fear', 'anger'], 'scores': [0.4306524693965912, 0.1947213113307953, 0.1910860240459442, 0.1835402101278305]}"
NA0100-PC,OKAY SO TELL ME MORE SORRY I’LL START AGAIN SO WHAT ELSE HAPPENED WHEN YOUR NEIGHBOUR HURT YOUR PEE-PEE,I like hiding first because I'm really good at  hiding,"{'sequence': ""I like hiding first because I'm really good at  hiding"", 'labels': ['enjoyment', 'fear', 'sadness', 'anger'], 'scores': [0.7820520997047424, 0.10927291214466095, 0.07046347111463547, 0.03821150213479996]}"
NA0100-PC,SO CAN YOU TELL ME THAT AGAIN YOU HIDE,First because I'm really good at hiding,"{'sequence': ""First because I'm really good at hiding"", 'labels': ['fear', 'enjoyment', 'sadness', 'anger'], 'scores': [0.4662104845046997, 0.213777095079422, 0.18419522047042847, 0.1358172595500946]}"
NA0092-PC,YOU DON’T LIVE WITH HIM SO DID SOMETHING HAPPEN TO YOU ON THE WEEKEND,Yes,"{'sequence': 'Yes', 'labels': ['enjoyment', 'fear', 'sadness', 'anger'], 'scores': [0.49521011114120483, 0.1819244772195816, 0.16202308237552643, 0.16084232926368713]}"
NA0092-PC,CAN YOU TELL ME MORE ABOUT THAT,Yes,"{'sequence': 'Yes', 'labels': ['enjoyment', 'fear', 'sadness', 'anger'], 'scores': [0.49521011114120483, 0.1819244772195816, 0.16202308237552643, 0.16084232926368713]}"
NA0092-PC,SO WHAT SORT OF THING HAPPENED,He hurt me,"{'sequence': 'He hurt me', 'labels': ['sadness', 'anger', 'fear', 'enjoyment'], 'scores': [0.5278923511505127, 0.23918825387954712, 0.16693224012851715, 0.06598717719316483]}"
NA0092-PC,HE HURT YOU AND CAN YOU TEL ME HOW HE HURT YOU,Yes,"{'sequence': 'Yes', 'labels': ['enjoyment', 'fear', 'sadness', 'anger'], 'scores': [0.49521011114120483, 0.1819244772195816, 0.16202308237552643, 0.16084232926368713]}"
NA0092-PC,AND CAN YOU EXPLAIN,Yes,"{'sequence': 'Yes', 'labels': ['enjoyment', 'fear', 'sadness', 'anger'], 'scores': [0.49521011114120483, 0.1819244772195816, 0.16202308237552643, 0.16084232926368713]}"
NA0092-PC,HM,He just hurt me,"{'sequence': 'He just hurt me', 'labels': ['sadness', 'anger', 'fear', 'enjoyment'], 'scores': [0.5173434615135193, 0.27008429169654846, 0.16901087760925293, 0.04356134310364723]}"
NA0092-PC,PARDON,He just hurt me,"{'sequence': 'He just hurt me', 'labels': ['sadness', 'anger', 'fear', 'enjoyment'], 'scores': [0.5173434615135193, 0.27008429169654846, 0.16901087760925293, 0.04356134310364723]}"
NA0007-PC ,SO IT WAS JUST YOU AND CALLUM,Yeah,"{'sequence': 'Yeah', 'labels': ['enjoyment', 'sadness', 'fear', 'anger'], 'scores': [0.5909422636032104, 0.16306021809577942, 0.1298425793647766, 0.11615494638681412]}"
NA0007-PC ,AND YOU TOLD ME THAT IT HURT YEAH,Hm-hm,"{'sequence': 'Hm-hm', 'labels': ['enjoyment', 'sadness', 'anger', 'fear'], 'scores': [0.530296266078949, 0.17108674347400665, 0.15381449460983276, 0.14480248093605042]}"
NA0007-PC ,AND I’M REALLY SORRY THAT THAT’S HAPPENED YEAH AND DID YOU SPEAK TO ANYBODY ABOUT WHAT HAS HAPPENED,Yeah,"{'sequence': 'Yeah', 'labels': ['enjoyment', 'sadness', 'fear', 'anger'], 'scores': [0.5909422636032104, 0.16306021809577942, 0.1298425793647766, 0.11615494638681412]}"
NA0007-PC ,YEAH WHO DID YOU SPEAK TO,My mum,"{'sequence': 'Yeah. My mum', 'labels': ['sadness', 'enjoyment', 'fear', 'anger'], 'scores': [0.31678515672683716, 0.27942049503326416, 0.23900824785232544, 0.16478599607944489]}"
NA0007-PC ,YOU SPOKE TO YOUR MUM CAN YOU REMEMBER WHEN YOU SPOKE TO MUM,Yeah,"{'sequence': 'Yeah', 'labels': ['enjoyment', 'sadness', 'fear', 'anger'], 'scores': [0.5909422636032104, 0.16306021809577942, 0.1298425793647766, 0.11615494638681412]}"
NA0007-PC ,YEAH WHEN WAS THAT,Just when she picked me up in the morning,"{'sequence': 'Just when she picked me up in the morning', 'labels': ['enjoyment', 'fear', 'anger', 'sadness'], 'scores': [0.4789937138557434, 0.1821518987417221, 0.17141586542129517, 0.16743852198123932]}"
NA0007-PC ,OKAY SO IT WAS THE NEXT DAY,Hm-hm,"{'sequence': 'Hm-hm', 'labels': ['enjoyment', 'sadness', 'anger', 'fear'], 'scores': [0.530296266078949, 0.17108674347400665, 0.15381449460983276, 0.14480248093605042]}"
NA0040-PC,OKAY DID YOU SAY ANYTHING TO THE LADY,No,"{'sequence': 'No', 'labels': ['sadness', 'enjoyment', 'fear', 'anger'], 'scores': [0.47002312541007996, 0.21263964474201202, 0.16136635839939117, 0.15597082674503326]}"
NA0040-PC,NO SO WHEN SHE ASKED IF YOU’RE OKAY YOU DIDN’T SAY ANYTHING TO HER,No,"{'sequence': 'No', 'labels': ['sadness', 'enjoyment', 'fear', 'anger'], 'scores': [0.47002312541007996, 0.21263964474201202, 0.16136635839939117, 0.15597082674503326]}"
NA0040-PC,NO OKAY SO WHAT DID YOU DO AFTER THAT,I went back to Mum,"{'sequence': 'I went back to Mum', 'labels': ['enjoyment', 'fear', 'sadness', 'anger'], 'scores': [0.40566781163215637, 0.24873383343219757, 0.20435984432697296, 0.1412384957075119]}"
NA0040-PC,YOU WENT BACK TO YOUR MUM OKAY AND DID YOU TELL YOUR MUM WHAT HAPPENED,Yeah,"{'sequence': 'Yeah', 'labels': ['enjoyment', 'sadness', 'fear', 'anger'], 'scores': [0.5909422636032104, 0.16306021809577942, 0.1298425793647766, 0.11615494638681412]}"
NA0040-PC,YEAH CAN YOU REMEMBER WHAT YOU SAID TO YOUR MUM,Yeah,"{'sequence': 'Yeah', 'labels': ['enjoyment', 'sadness', 'fear', 'anger'], 'scores': [0.5909422636032104, 0.16306021809577942, 0.1298425793647766, 0.11615494638681412]}"
NA0040-PC,YEAH WHAT DID YOU SAY,I told her I was scared going to the toilet,"{'sequence': 'I told her I was scared going to the toilet', 'labels': ['fear', 'sadness', 'anger', 'enjoyment'], 'scores': [0.9143438339233398, 0.05395720154047012, 0.016941670328378677, 0.014757334254682064]}"
NA0040-PC,OKAY AND WHAT JESSICA DO YOU REMEMBER WHAT YOU WERE WEARING WHEN YOU WENT TO THE TOILET,Hm-hm,"{'sequence': 'Hm-hm', 'labels': ['enjoyment', 'sadness', 'anger', 'fear'], 'scores': [0.530296266078949, 0.17108674347400665, 0.15381449460983276, 0.14480248093605042]}"
