transcript_Id,Interviewer,Child,Sentiment (window size 7 / no threshold)
NA0085-PC,OH OKAY SO THERE’S MUM AND STEPHEN AND YOU HAVE ONE DOG,Hm-hm,"(['fear', 'enjoyment', 'sadness', 'anger'], tensor([-0.0624, -0.0336,  0.0315, -0.0839], grad_fn=<DivBackward0>))"
NA0023-PC,OKAY SO WHEN YOU SAY HE WIPED CAN YOU DESCRIBE TO ME HOW HE DID THAT,He just wiped the wee,"(['fear', 'enjoyment', 'sadness', 'anger'], tensor([-0.0693,  0.1575,  0.0525, -0.0421], grad_fn=<DivBackward0>))"
NA0023-PC,HM-HM DID HE USE ANYTHING,Yeah,"(['fear', 'enjoyment', 'sadness', 'anger'], tensor([-0.0498,  0.1459,  0.0494, -0.0381], grad_fn=<DivBackward0>))"
NA0023-PC,WHAT WAS THAT,Just his fingers,"(['fear', 'enjoyment', 'sadness', 'anger'], tensor([-0.0500,  0.1494,  0.0446, -0.0520], grad_fn=<DivBackward0>))"
NA0023-PC,OKAY AND THEN WHAT HAPPENED,And then I started crying,"(['fear', 'enjoyment', 'sadness', 'anger'], tensor([0.0514, 0.0618, 0.1853, 0.0712], grad_fn=<DivBackward0>))"
NA0023-PC,HM-HM,And then he ran away,"(['fear', 'enjoyment', 'sadness', 'anger'], tensor([0.0447, 0.0307, 0.1752, 0.0287], grad_fn=<DivBackward0>))"
NA0023-PC,HE RAN AWAY,Yeah,"(['fear', 'enjoyment', 'sadness', 'anger'], tensor([0.0434, 0.0405, 0.1767, 0.0300], grad_fn=<DivBackward0>))"
NA0023-PC,OKAY SO YOU MENTIONED BEFORE THAT HE SAID HE HAD TO HELP YOU CAN YOU TELL ME MORE ABOUT THAT,Yeah,"(['fear', 'enjoyment', 'sadness', 'anger'], tensor([ 0.0142,  0.0435,  0.1510, -0.0116], grad_fn=<DivBackward0>))"
NA0064-PC,OKAY IS THERE ANYTHING ELSE YOU WANT TO TELL ME,No,"(['fear', 'enjoyment', 'sadness', 'anger'], tensor([0.2724, 0.0199, 0.2579, 0.1704], grad_fn=<DivBackward0>))"
NA0064-PC,NO ARE YOU FEELING SAFE AT SCHOOL,Yes,"(['fear', 'enjoyment', 'sadness', 'anger'], tensor([ 0.1651,  0.0553,  0.0981, -0.0783], grad_fn=<DivBackward0>))"
NA0064-PC,YES WHAT MAKES YOU FEEL SAFE,My friends are really nice,"(['fear', 'enjoyment', 'sadness', 'anger'], tensor([ 0.1254,  0.2498,  0.0907, -0.1273], grad_fn=<DivBackward0>))"
NA0064-PC,FRIENDS ARE NICE,The teachers were nice,"(['fear', 'enjoyment', 'sadness', 'anger'], tensor([ 0.1087,  0.1962,  0.0849, -0.0959], grad_fn=<DivBackward0>))"
NA0064-PC,TEACHERS ARE NICE OKAY IS THERE ANYTHING THAT MAKES YOU FEEL UNSAFE,Yes,"(['fear', 'enjoyment', 'sadness', 'anger'], tensor([ 0.1975,  0.1422,  0.1254, -0.0185], grad_fn=<DivBackward0>))"
NA0064-PC,YEAH WHAT MAKES YOU FEEL UNSAFE,When Sam makes us go into the toilet,"(['fear', 'enjoyment', 'sadness', 'anger'], tensor([ 0.1748,  0.0584,  0.1131, -0.0120], grad_fn=<DivBackward0>))"
NA0064-PC,OKAY HOW DOES HE MAKE YOU,I don't know,"(['fear', 'enjoyment', 'sadness', 'anger'], tensor([ 0.1571,  0.0145,  0.1017, -0.0198], grad_fn=<DivBackward0>))"
NA0080-PC,HM-HM,And when I got there we were playing under the sprinkler,"(['fear', 'enjoyment', 'sadness', 'anger'], tensor([-0.0453,  0.2207, -0.0650, -0.0037], grad_fn=<DivBackward0>))"
NA0080-PC,OKAY SO YOU WERE PLAYING UNDER THE SPRINKLER AND WAS THAT WITH JANET,Yeah,"(['fear', 'enjoyment', 'sadness', 'anger'], tensor([-0.0548,  0.2018, -0.0156, -0.0677], grad_fn=<DivBackward0>))"
NA0080-PC,AND WHAT HAPPENED NEXT,Then her grandfather came out and started spraying us with the hose,"(['fear', 'enjoyment', 'sadness', 'anger'], tensor([-0.0699,  0.0868, -0.0666, -0.0592], grad_fn=<DivBackward0>))"
NA0080-PC,OKAY AND WHAT HAPPENED AFTER THAT,And then he asked us if we wanted to go in the spa,"(['fear', 'enjoyment', 'sadness', 'anger'], tensor([-0.0805,  0.0390, -0.0826, -0.0931], grad_fn=<DivBackward0>))"
NA0080-PC,OKAY SO HE ASKED YOU IF YOU WANTED TO GO INTO THE SPA AND THEN WHAT HAPPENED AFTER THAT,We're only allowed to go in the spa with an adult,"(['fear', 'enjoyment', 'sadness', 'anger'], tensor([-0.0922, -0.0420, -0.1111, -0.0713], grad_fn=<DivBackward0>))"
NA0080-PC,HM-HM,So the three of us went in together,"(['fear', 'enjoyment', 'sadness', 'anger'], tensor([-0.0989, -0.0477, -0.1208, -0.0937], grad_fn=<DivBackward0>))"
NA0080-PC,OKAY SO WHAT HAPPENED AFTER YOU WENT INTO THE SPA WITH JANET AND HER GRANDFATHER,Janet and I were splashing each other,"(['fear', 'enjoyment', 'sadness', 'anger'], tensor([-0.1102, -0.0489, -0.1244, -0.0938], grad_fn=<DivBackward0>))"
NA0100-PC,ONE TIME OKAY CAN YOU TELL ME EVERYTHING ABOUT WHAT HAPPENED WHEN YOUR NEIGHBOUR HURT YOUR PEE-PEE START FROM THE BEGINNING,Yeah,"(['fear', 'enjoyment', 'sadness', 'anger'], tensor([ 0.0805, -0.0772, -0.0121,  0.0258], grad_fn=<DivBackward0>))"
NA0100-PC,OKAY SO TELL ME EVERYTHING ABOUT WHAT HAPPENED WHEN YOUR NEIGHBOUR HURT YOUR PEE-PEE,I play hide and seek with him,"(['fear', 'enjoyment', 'sadness', 'anger'], tensor([ 0.0521, -0.0452, -0.0351, -0.0301], grad_fn=<DivBackward0>))"
NA0100-PC,HM-HM,And we play after school,"(['fear', 'enjoyment', 'sadness', 'anger'], tensor([-0.0080, -0.0893, -0.0754, -0.0779], grad_fn=<DivBackward0>))"
NA0100-PC,OKAY,And he comes over to my house,"(['fear', 'enjoyment', 'sadness', 'anger'], tensor([-0.0226, -0.1044, -0.0850, -0.0873], grad_fn=<DivBackward0>))"
NA0100-PC,OKAY YOUR HOUSE,And he came over when his mum was at work,"(['fear', 'enjoyment', 'sadness', 'anger'], tensor([-0.0501, -0.1383, -0.0648, -0.0658], grad_fn=<DivBackward0>))"
NA0100-PC,OKAY SO TELL ME MORE SORRY I’LL START AGAIN SO WHAT ELSE HAPPENED WHEN YOUR NEIGHBOUR HURT YOUR PEE-PEE,I like hiding first because I'm really good at  hiding,"(['fear', 'enjoyment', 'sadness', 'anger'], tensor([ 0.0427, -0.0444, -0.0200, -0.0467], grad_fn=<DivBackward0>))"
NA0100-PC,SO CAN YOU TELL ME THAT AGAIN YOU HIDE,First because I'm really good at hiding,"(['fear', 'enjoyment', 'sadness', 'anger'], tensor([ 0.0783, -0.0178,  0.0044, -0.0507], grad_fn=<DivBackward0>))"
NA0092-PC,YOU DON’T LIVE WITH HIM SO DID SOMETHING HAPPEN TO YOU ON THE WEEKEND,Yes,"(['fear', 'enjoyment', 'sadness', 'anger'], tensor([0.0499, 0.1108, 0.0484, 0.0409], grad_fn=<DivBackward0>))"
NA0092-PC,CAN YOU TELL ME MORE ABOUT THAT,Yes,"(['fear', 'enjoyment', 'sadness', 'anger'], tensor([0.0552, 0.0887, 0.0668, 0.0301], grad_fn=<DivBackward0>))"
NA0092-PC,SO WHAT SORT OF THING HAPPENED,He hurt me,"(['fear', 'enjoyment', 'sadness', 'anger'], tensor([ 0.1664, -0.0070,  0.1383,  0.2057], grad_fn=<DivBackward0>))"
NA0092-PC,HE HURT YOU AND CAN YOU TEL ME HOW HE HURT YOU,Yes,"(['fear', 'enjoyment', 'sadness', 'anger'], tensor([ 0.1457, -0.0322,  0.1317,  0.1991], grad_fn=<DivBackward0>))"
NA0092-PC,AND CAN YOU EXPLAIN,Yes,"(['fear', 'enjoyment', 'sadness', 'anger'], tensor([ 0.1386, -0.0296,  0.1296,  0.1902], grad_fn=<DivBackward0>))"
NA0092-PC,HM,He just hurt me,"(['fear', 'enjoyment', 'sadness', 'anger'], tensor([ 0.1506, -0.0234,  0.1314,  0.2382], grad_fn=<DivBackward0>))"
NA0092-PC,PARDON,He just hurt me,"(['fear', 'enjoyment', 'sadness', 'anger'], tensor([ 0.1497, -0.0105,  0.1341,  0.2369], grad_fn=<DivBackward0>))"
NA0007-PC ,SO IT WAS JUST YOU AND CALLUM,Yeah,"(['fear', 'enjoyment', 'sadness', 'anger'], tensor([-0.0168,  0.1381, -0.0093, -0.0836], grad_fn=<DivBackward0>))"
NA0007-PC ,AND YOU TOLD ME THAT IT HURT YEAH,Hm-hm,"(['fear', 'enjoyment', 'sadness', 'anger'], tensor([0.1382, 0.0338, 0.1211, 0.1472], grad_fn=<DivBackward0>))"
NA0007-PC ,AND I’M REALLY SORRY THAT THAT’S HAPPENED YEAH AND DID YOU SPEAK TO ANYBODY ABOUT WHAT HAS HAPPENED,Yeah,"(['fear', 'enjoyment', 'sadness', 'anger'], tensor([ 0.1678, -0.0099,  0.2045,  0.1775], grad_fn=<DivBackward0>))"
NA0007-PC ,YEAH WHO DID YOU SPEAK TO,My mum,"(['fear', 'enjoyment', 'sadness', 'anger'], tensor([ 0.1062, -0.0648,  0.1725,  0.1499], grad_fn=<DivBackward0>))"
NA0007-PC ,YOU SPOKE TO YOUR MUM CAN YOU REMEMBER WHEN YOU SPOKE TO MUM,Yeah,"(['fear', 'enjoyment', 'sadness', 'anger'], tensor([ 0.0683, -0.0973,  0.1342,  0.1174], grad_fn=<DivBackward0>))"
NA0007-PC ,YEAH WHEN WAS THAT,Just when she picked me up in the morning,"(['fear', 'enjoyment', 'sadness', 'anger'], tensor([-0.0008, -0.1191,  0.0754,  0.0660], grad_fn=<DivBackward0>))"
NA0007-PC ,OKAY SO IT WAS THE NEXT DAY,Hm-hm,"(['fear', 'enjoyment', 'sadness', 'anger'], tensor([ 0.0091, -0.1072,  0.0799,  0.0791], grad_fn=<DivBackward0>))"
NA0040-PC,OKAY DID YOU SAY ANYTHING TO THE LADY,No,"(['fear', 'enjoyment', 'sadness', 'anger'], tensor([ 0.1913, -0.0461,  0.1755,  0.1461], grad_fn=<DivBackward0>))"
NA0040-PC,NO SO WHEN SHE ASKED IF YOU’RE OKAY YOU DIDN’T SAY ANYTHING TO HER,No,"(['fear', 'enjoyment', 'sadness', 'anger'], tensor([ 0.1178, -0.1094,  0.1378,  0.0821], grad_fn=<DivBackward0>))"
NA0040-PC,NO OKAY SO WHAT DID YOU DO AFTER THAT,I went back to Mum,"(['fear', 'enjoyment', 'sadness', 'anger'], tensor([ 0.0009, -0.1782,  0.0739, -0.0128], grad_fn=<DivBackward0>))"
NA0040-PC,YOU WENT BACK TO YOUR MUM OKAY AND DID YOU TELL YOUR MUM WHAT HAPPENED,Yeah,"(['fear', 'enjoyment', 'sadness', 'anger'], tensor([ 0.0304, -0.1943,  0.0841, -0.0018], grad_fn=<DivBackward0>))"
NA0040-PC,YEAH CAN YOU REMEMBER WHAT YOU SAID TO YOUR MUM,Yeah,"(['fear', 'enjoyment', 'sadness', 'anger'], tensor([ 0.0020, -0.1851,  0.0801, -0.0096], grad_fn=<DivBackward0>))"
NA0040-PC,YEAH WHAT DID YOU SAY,I told her I was scared going to the toilet,"(['fear', 'enjoyment', 'sadness', 'anger'], tensor([ 0.1821, -0.2094,  0.0589,  0.0686], grad_fn=<DivBackward0>))"
NA0040-PC,OKAY AND WHAT JESSICA DO YOU REMEMBER WHAT YOU WERE WEARING WHEN YOU WENT TO THE TOILET,Hm-hm,"(['fear', 'enjoyment', 'sadness', 'anger'], tensor([ 0.1307, -0.2089,  0.0348,  0.0201], grad_fn=<DivBackward0>))"
