transcript_Id,Interviewer,Child,Sentiment (window size 3 / no threshold)
NA0098-PC,OH OKAY YEAH,And then he put something into my bottom,"(['fear', 'enjoyment', 'sadness', 'anger'], tensor([0.0936, 0.1792, 0.2259, 0.0814], grad_fn=<DivBackward0>))"
NA0098-PC,YEAH OKAY SOMETHING IN YOUR BOTTOM THEN WHAT HAPPENED,And then it really hurt and I started crying,"(['fear', 'enjoyment', 'sadness', 'anger'], tensor([ 0.2639, -0.0087,  0.3830,  0.3418], grad_fn=<DivBackward0>))"
NA0098-PC,OKAY DID ANYTHING ELSE HAPPEN,Yes he pulled it out and put it back in a few times,"(['fear', 'enjoyment', 'sadness', 'anger'], tensor([ 0.1281, -0.0128,  0.3093,  0.2197], grad_fn=<DivBackward0>))"
NA0052-PC,NOTHING AND WHAT WERE YOU DOING,Crying,"(['fear', 'enjoyment', 'sadness', 'anger'], tensor([ 0.3156, -0.0174,  0.4325,  0.3971], grad_fn=<DivBackward0>))"
NA0052-PC,OKAY AND THEN WHAT HAPPENED WHEN HE’S HIT YOU A HUNDRED TIMES,Then he left,"(['fear', 'enjoyment', 'sadness', 'anger'], tensor([ 0.1465, -0.0949,  0.2638,  0.3247], grad_fn=<DivBackward0>))"
NA0052-PC,HE DID WHAT SORRY,He left,"(['fear', 'enjoyment', 'sadness', 'anger'], tensor([ 0.1468, -0.0804,  0.2711,  0.3510], grad_fn=<DivBackward0>))"
NA0079-PC,LAST NAME,It’s Brown,"(['fear', 'enjoyment', 'sadness', 'anger'], tensor([0.1266, 0.1522, 0.3032, 0.1535], grad_fn=<DivBackward0>))"
NA0079-PC,OKAY OKAY SO DAD’S NAME IS LEWIS BROWN OKAY AND WHEN DID YOU LAST SEE DADDY,About two weeks ago,"(['fear', 'enjoyment', 'sadness', 'anger'], tensor([-0.0994, -0.0911,  0.0040, -0.0828], grad_fn=<DivBackward0>))"
NA0079-PC,TWO WEEKS OKAY OKAY AND DID YOU SEE DADDY AFTER THAT,No,"(['fear', 'enjoyment', 'sadness', 'anger'], tensor([-0.0614, -0.1240,  0.0528, -0.0553], grad_fn=<DivBackward0>))"
NA0002-PC,AT LUNCHTIME AND TELL ME EVERYTHING THAT HAPPENS WHEN YOU GO INTO THE TOILET WITH DANIEL AT LUNCHTIME RIGHT FROM THE BEGINNING WHEN YOU FIRST GO INTO THE TOILET WHAT HAPPENS,Daniel and I we were playing on the monkey bars and we needed to go to the toilet so we went together,"(['fear', 'enjoyment', 'sadness', 'anger'], tensor([-0.1260, -0.0819, -0.1671, -0.1554], grad_fn=<DivBackward0>))"
NA0002-PC,OKAY AND THEN WHAT HAPPENED AFTER THAT,When we got in the toilet one of the teachers he came in,"(['fear', 'enjoyment', 'sadness', 'anger'], tensor([-0.1063, -0.1089, -0.1475, -0.1327], grad_fn=<DivBackward0>))"
NA0002-PC,HM-HM,And he told us that he wanted to teach us a new game,"(['fear', 'enjoyment', 'sadness', 'anger'], tensor([-0.1096, -0.1009, -0.1431, -0.1227], grad_fn=<DivBackward0>))"
NA0082-PC,OKAY SO NO ONE ELSE WAS HOME WHERE WAS EVERYONE ELSE,Work,"(['fear', 'enjoyment', 'sadness', 'anger'], tensor([-2.8251e-02, -5.3158e-02,  9.0760e-03,  1.3837e-05],
       grad_fn=<DivBackward0>))"
NA0082-PC,AT WORK OKAY AND WHY WAS MARK THERE,To play,"(['fear', 'enjoyment', 'sadness', 'anger'], tensor([-0.0878, -0.0703, -0.0593, -0.0194], grad_fn=<DivBackward0>))"
NA0082-PC,TO PLAY OKAY OKAY SO YOU’VE TOLD ME QUITE A BIT LET ME JUST DOUBLE-CHECK THAT I’VE GOT ALL OF THAT RIGHT SO MARK WAS WITH YOU AND YOU WERE PLAYING NINTENDO AND YOU STOOD UP AND BROKE THE CONTROLLER AND THEN HE GOT ANGRY AT YOU FOR THAT SO YOU WENT TO THE GARDEN AND GOT A STICK AND THEN HE HIT YOU WITH IT LOTS OF TIMES AND THEN AFTER THAT HE JUST LEFT AND HE TOLD YOU NOT TO TELL ANYONE,Yes,"(['fear', 'enjoyment', 'sadness', 'anger'], tensor([-0.0755, -0.1181, -0.1100,  0.0513], grad_fn=<DivBackward0>))"
NA0006-PC ,DID HE SAY ANYTHING ELSE TO YOU,Yeah,"(['fear', 'enjoyment', 'sadness', 'anger'], tensor([0.0769, 0.1007, 0.0893, 0.0098], grad_fn=<DivBackward0>))"
NA0006-PC ,TELL ME WHAT HE SAID,He just said that his job was to help all the little girls in the toilet,"(['fear', 'enjoyment', 'sadness', 'anger'], tensor([-0.0773, -0.0219, -0.0414, -0.0959], grad_fn=<DivBackward0>))"
NA0006-PC ,YEAH,And he said that he has to help me,"(['fear', 'enjoyment', 'sadness', 'anger'], tensor([-0.0468, -0.0219,  0.0032, -0.0575], grad_fn=<DivBackward0>))"
NA0064-PC,YEAH WHAT MAKES YOU FEEL UNSAFE,When Sam makes us go into the toilet,"(['fear', 'enjoyment', 'sadness', 'anger'], tensor([ 0.4006, -0.0659,  0.2060,  0.2371], grad_fn=<DivBackward0>))"
NA0064-PC,OKAY HOW DOES HE MAKE YOU,I don’t know,"(['fear', 'enjoyment', 'sadness', 'anger'], tensor([ 0.3390, -0.0979,  0.2005,  0.2010], grad_fn=<DivBackward0>))"
NA0064-PC,DON’T KNOW WHEN HE ASKS YOU TO GO INTO THE TOILET DOES HE SAY ANYTHING TO YOU WHAT DOES HE SAY,He said that we have to go in or he’ll bully us at lunchtime,"(['fear', 'enjoyment', 'sadness', 'anger'], tensor([ 0.2176, -0.1824,  0.0497,  0.1669], grad_fn=<DivBackward0>))"
NA0052-PC,NOW RIGHT AT THAT POINT WHERE MARK IS LOOKING ANGRY TELL ME EVERYTHING THAT HAPPENED FROM THAT POINT TILL THE POINT WHERE HE’S ASKED YOU TO LIE DOWN ON YOUR TUMMY TELL ME WHAT HE SAID AND WHERE YOU WERE,He told me to go to my room and lie down on my tummy,"(['fear', 'enjoyment', 'sadness', 'anger'], tensor([ 0.0529, -0.1584,  0.0754,  0.1499], grad_fn=<DivBackward0>))"
NA0052-PC,OKAY AND WHEN YOU LAID DOWN ON YOUR TUMMY WHERE WAS THAT,On my bed,"(['fear', 'enjoyment', 'sadness', 'anger'], tensor([ 0.0434, -0.1519,  0.0954,  0.1297], grad_fn=<DivBackward0>))"
NA0052-PC,ON YOUR BED AND WHAT DID YOU THINK ABOUT THAT,I was scared,"(['fear', 'enjoyment', 'sadness', 'anger'], tensor([ 0.2310, -0.1820,  0.1501,  0.1888], grad_fn=<DivBackward0>))"
