transcript_Id,Interviewer,Child,Sentiment (window size 7 / 0.5 threshold)
NA0072-PC ,OKAY TELL ME ABOUT ANOTHER TIME THAT YOU CAN REMEMBER,I woke up and his dirty spot was in his hand and then we heard a noise,"{'sequence': 'On different days. I woke up and his dirty spot was in his hand and then we heard a noise', 'labels': ['sadness', 'enjoyment', 'fear', 'anger'], 'scores': [0.2930835485458374, 0.25409170985221863, 0.23190143704414368, 0.22092323005199432]}"
NA0072-PC ,OKAY AND THEN WHAT HAPPENED,And then he got into bed,"{'sequence': 'And then he got into bed', 'labels': ['enjoyment', 'fear', 'anger', 'sadness'], 'scores': [0.5445461869239807, 0.17077596485614777, 0.16825434565544128, 0.11642347276210785]}"
NA0072-PC ,HM-HM TELL ME ABOUT THE PART WHERE YOU SAID YOU HEARD A NOISE,We heard a noise and I think it was my aunty and uncle going to bed,"{'sequence': 'And then he got into bed. We heard a noise and I think it was my aunty and uncle going to bed', 'labels': ['enjoyment', 'fear', 'sadness', 'anger'], 'scores': [0.3808888792991638, 0.2633197009563446, 0.18954899907112122, 0.16624236106872559]}"
NA0072-PC ,HM-HM AND DOES ANYONE ELSE APART FROM MUM KNOW THAT CALLUM HAD PUT HIS DIRTY SPOT IN YOUR BOTTOM,No,"{'sequence': 'And then he got into bed. We heard a noise and I think it was my aunty and uncle going to bed. No', 'labels': ['fear', 'enjoyment', 'sadness', 'anger'], 'scores': [0.31138381361961365, 0.27774864435195923, 0.21463871002197266, 0.19622883200645447]}"
NA0072-PC ,OKAY SO WHERE WERE YOUR AUNTY AND UNCLE WHEN CALLUM PUT HIS DIRTY SPOT IN YOUR BOTTOM,I think they were asleep,"{'sequence': 'And then he got into bed. We heard a noise and I think it was my aunty and uncle going to bed. No. I think they were asleep', 'labels': ['enjoyment', 'fear', 'sadness', 'anger'], 'scores': [0.3440478444099426, 0.3124730885028839, 0.19220662117004395, 0.15127244591712952]}"
NA0072-PC ,OKAY AND HAS CALLUM EVER SAID ANYTHING TO YOU ABOUT PUTTING HIS DIRTY SPOT IN YOUR BOTTOM,No,"{'sequence': 'And then he got into bed. We heard a noise and I think it was my aunty and uncle going to bed. No. I think they were asleep. No', 'labels': ['fear', 'enjoyment', 'sadness', 'anger'], 'scores': [0.35304969549179077, 0.24621810019016266, 0.2112055867910385, 0.18952661752700806]}"
NA0085-PC,UP TO YOUR CHIN ALL RIGHT SO TELL ME ABOUT THE BIT WHEN HE TICKLES YOUR MINI HOW LONG DOES HE DO THIS FOR,A long time,"{'sequence': 'A long time', 'labels': ['enjoyment', 'anger', 'fear', 'sadness'], 'scores': [0.27508530020713806, 0.2504008412361145, 0.2405044585466385, 0.23400945961475372]}"
NA0085-PC,A LONG TIME WHAT DOES IT FEEL LIKE,A bit yucky,"{'sequence': 'A long time. A bit yucky', 'labels': ['sadness', 'anger', 'fear', 'enjoyment'], 'scores': [0.38972043991088867, 0.25629109144210815, 0.23958750069141388, 0.1144009605050087]}"
NA0085-PC,OKAY ALL RIGHT WHEN THIS HAPPENS WHERE’S MUM,She's at work,"{'sequence': ""A long time. A bit yucky. She's at work"", 'labels': ['sadness', 'fear', 'anger', 'enjoyment'], 'scores': [0.5653169751167297, 0.20762155950069427, 0.1578558087348938, 0.06920557469129562]}"
NA0085-PC,HM-HM I WANT TO FIND OUT A BIT MORE ABOUT WHERE THIS HAPPENED WHERE DO YOU HAVE YOUR BATH,In the bathroom in the big one,"{'sequence': ""A long time. A bit yucky. She's at work. In the bathroom in the big one"", 'labels': ['sadness', 'fear', 'anger', 'enjoyment'], 'scores': [0.479449987411499, 0.26371490955352783, 0.1751350313425064, 0.08170005679130554]}"
NA0085-PC,IN THE BIG BATHROOM OKAY SO I KNOW A LITTLE BIT ABOUT YOUR FAMILY BUT CAN YOU TELL ME A BIT MORE ABOUT YOUR FAMILY I KNOW YOU’VE GOT A MUM AND STEPHEN CAN YOU TELL ME MORE ABOUT YOUR FAMILY,Yes,"{'sequence': 'Yes', 'labels': ['enjoyment', 'fear', 'anger', 'sadness'], 'scores': [0.576476514339447, 0.16904708743095398, 0.16076235473155975, 0.09371398389339447]}"
NA0085-PC,TELL ME WHO’S IN YOUR FAMILY,My real dad but he doesn't live with us and then we have one dog,"{'sequence': ""Yes. My real dad but he doesn't live with us and then we have one dog"", 'labels': ['enjoyment', 'sadness', 'fear', 'anger'], 'scores': [0.3884442150592804, 0.25380560755729675, 0.19291654229164124, 0.16483357548713684]}"
NA0085-PC,OH OKAY SO THERE’S MUM AND STEPHEN AND YOU HAVE ONE DOG,Hm-hm,"{'sequence': ""Yes. My real dad but he doesn't live with us and then we have one dog. Hm-hm"", 'labels': ['enjoyment', 'sadness', 'fear', 'anger'], 'scores': [0.4304179549217224, 0.23545724153518677, 0.1802547723054886, 0.15386995673179626]}"
NA0023-PC,OKAY SO WHEN YOU SAY HE WIPED CAN YOU DESCRIBE TO ME HOW HE DID THAT,He just wiped the wee,"{'sequence': 'He just wiped the wee', 'labels': ['enjoyment', 'sadness', 'fear', 'anger'], 'scores': [0.3381199836730957, 0.2541225254535675, 0.24281887710094452, 0.1649385541677475]}"
NA0023-PC,HM-HM DID HE USE ANYTHING,Yeah,"{'sequence': 'Yeah', 'labels': ['enjoyment', 'anger', 'fear', 'sadness'], 'scores': [0.5612317323684692, 0.17821335792541504, 0.15688201785087585, 0.10367293655872345]}"
NA0023-PC,WHAT WAS THAT,Just his fingers,"{'sequence': 'Just his fingers', 'labels': ['enjoyment', 'fear', 'anger', 'sadness'], 'scores': [0.5108184218406677, 0.19184502959251404, 0.16800811886787415, 0.12932844460010529]}"
NA0023-PC,OKAY AND THEN WHAT HAPPENED,And then I started crying,"{'sequence': 'And then I started crying', 'labels': ['sadness', 'fear', 'enjoyment', 'anger'], 'scores': [0.6957384943962097, 0.18588286638259888, 0.08444834500551224, 0.03393027186393738]}"
NA0023-PC,HM-HM,And then he ran away,"{'sequence': 'And then I started crying. And then he ran away', 'labels': ['sadness', 'fear', 'enjoyment', 'anger'], 'scores': [0.7438817620277405, 0.1832791566848755, 0.041764914989471436, 0.031074246391654015]}"
NA0023-PC,HE RAN AWAY,Yeah,"{'sequence': 'Yeah', 'labels': ['enjoyment', 'anger', 'fear', 'sadness'], 'scores': [0.5612317323684692, 0.17821335792541504, 0.15688201785087585, 0.10367293655872345]}"
NA0023-PC,OKAY SO YOU MENTIONED BEFORE THAT HE SAID HE HAD TO HELP YOU CAN YOU TELL ME MORE ABOUT THAT,Yeah,"{'sequence': 'Yeah', 'labels': ['enjoyment', 'anger', 'fear', 'sadness'], 'scores': [0.5612317323684692, 0.17821335792541504, 0.15688201785087585, 0.10367293655872345]}"
NA0064-PC,OKAY IS THERE ANYTHING ELSE YOU WANT TO TELL ME,No,"{'sequence': 'No', 'labels': ['fear', 'anger', 'sadness', 'enjoyment'], 'scores': [0.33572548627853394, 0.270730584859848, 0.2609308362007141, 0.13261301815509796]}"
NA0064-PC,NO ARE YOU FEELING SAFE AT SCHOOL,Yes,"{'sequence': 'Yes', 'labels': ['enjoyment', 'fear', 'anger', 'sadness'], 'scores': [0.576476514339447, 0.16904708743095398, 0.16076235473155975, 0.09371398389339447]}"
NA0064-PC,YES WHAT MAKES YOU FEEL SAFE,My friends are really nice,"{'sequence': 'My friends are really nice', 'labels': ['enjoyment', 'fear', 'anger', 'sadness'], 'scores': [0.8553997874259949, 0.06837204843759537, 0.0442747138440609, 0.031953513622283936]}"
NA0064-PC,FRIENDS ARE NICE,The teachers were nice,"{'sequence': 'The teachers were nice', 'labels': ['enjoyment', 'fear', 'anger', 'sadness'], 'scores': [0.8761142492294312, 0.054855335503816605, 0.03801925107836723, 0.03101116605103016]}"
NA0064-PC,TEACHERS ARE NICE OKAY IS THERE ANYTHING THAT MAKES YOU FEEL UNSAFE,Yes,"{'sequence': 'Yes', 'labels': ['enjoyment', 'fear', 'anger', 'sadness'], 'scores': [0.576476514339447, 0.16904708743095398, 0.16076235473155975, 0.09371398389339447]}"
NA0064-PC,YEAH WHAT MAKES YOU FEEL UNSAFE,When Sam makes us go into the toilet,"{'sequence': 'Yes. When Sam makes us go into the toilet', 'labels': ['fear', 'anger', 'enjoyment', 'sadness'], 'scores': [0.3311665952205658, 0.2708892822265625, 0.24946856498718262, 0.14847557246685028]}"
NA0064-PC,OKAY HOW DOES HE MAKE YOU,I don't know,"{'sequence': ""Yes. When Sam makes us go into the toilet. I don't know"", 'labels': ['fear', 'enjoyment', 'anger', 'sadness'], 'scores': [0.3312273919582367, 0.2637084424495697, 0.25189876556396484, 0.15316540002822876]}"
NA0080-PC,HM-HM,And when I got there we were playing under the sprinkler,"{'sequence': 'And when I got there we were playing under the sprinkler', 'labels': ['enjoyment', 'fear', 'anger', 'sadness'], 'scores': [0.9207311868667603, 0.03472791239619255, 0.025978220626711845, 0.01856260746717453]}"
NA0080-PC,OKAY SO YOU WERE PLAYING UNDER THE SPRINKLER AND WAS THAT WITH JANET,Yeah,"{'sequence': 'Yeah', 'labels': ['enjoyment', 'anger', 'fear', 'sadness'], 'scores': [0.5612317323684692, 0.17821335792541504, 0.15688201785087585, 0.10367293655872345]}"
NA0080-PC,AND WHAT HAPPENED NEXT,Then her grandfather came out and started spraying us with the hose,"{'sequence': 'Yeah. Then her grandfather came out and started spraying us with the hose', 'labels': ['anger', 'enjoyment', 'fear', 'sadness'], 'scores': [0.34469759464263916, 0.3262844681739807, 0.23321695625782013, 0.0958009585738182]}"
NA0080-PC,OKAY AND WHAT HAPPENED AFTER THAT,And then he asked us if we wanted to go in the spa,"{'sequence': 'And then he asked us if we wanted to go in the spa', 'labels': ['enjoyment', 'fear', 'anger', 'sadness'], 'scores': [0.7655333280563354, 0.09828075021505356, 0.0772220641374588, 0.05896387994289398]}"
NA0080-PC,OKAY SO HE ASKED YOU IF YOU WANTED TO GO INTO THE SPA AND THEN WHAT HAPPENED AFTER THAT,We're only allowed to go in the spa with an adult,"{'sequence': ""And then he asked us if we wanted to go in the spa. We're only allowed to go in the spa with an adult"", 'labels': ['enjoyment', 'fear', 'anger', 'sadness'], 'scores': [0.5859248638153076, 0.18411996960639954, 0.12630297243595123, 0.10365217179059982]}"
NA0080-PC,HM-HM,So the three of us went in together,"{'sequence': ""And then he asked us if we wanted to go in the spa. We're only allowed to go in the spa with an adult. So the three of us went in together"", 'labels': ['enjoyment', 'fear', 'anger', 'sadness'], 'scores': [0.5444881916046143, 0.2007293701171875, 0.15471935272216797, 0.1000630185008049]}"
NA0080-PC,OKAY SO WHAT HAPPENED AFTER YOU WENT INTO THE SPA WITH JANET AND HER GRANDFATHER,Janet and I were splashing each other,"{'sequence': 'Janet and I were splashing each other', 'labels': ['enjoyment', 'anger', 'fear', 'sadness'], 'scores': [0.7766647934913635, 0.1631976068019867, 0.04532342404127121, 0.014814136549830437]}"
NA0100-PC,ONE TIME OKAY CAN YOU TELL ME EVERYTHING ABOUT WHAT HAPPENED WHEN YOUR NEIGHBOUR HURT YOUR PEE-PEE START FROM THE BEGINNING,Yeah,"{'sequence': 'Yeah', 'labels': ['enjoyment', 'anger', 'fear', 'sadness'], 'scores': [0.5612317323684692, 0.17821335792541504, 0.15688201785087585, 0.10367293655872345]}"
NA0100-PC,OKAY SO TELL ME EVERYTHING ABOUT WHAT HAPPENED WHEN YOUR NEIGHBOUR HURT YOUR PEE-PEE,I play hide and seek with him,"{'sequence': 'I play hide and seek with him', 'labels': ['enjoyment', 'fear', 'sadness', 'anger'], 'scores': [0.8524042963981628, 0.09730076789855957, 0.02555238828063011, 0.02474259026348591]}"
NA0100-PC,HM-HM,And we play after school,"{'sequence': 'And we play after school', 'labels': ['enjoyment', 'anger', 'fear', 'sadness'], 'scores': [0.9115231037139893, 0.034831296652555466, 0.03481941297650337, 0.018826207146048546]}"
NA0100-PC,OKAY,And he comes over to my house,"{'sequence': 'And we play after school. And he comes over to my house', 'labels': ['enjoyment', 'fear', 'anger', 'sadness'], 'scores': [0.8774764537811279, 0.049251262098550797, 0.03846215829253197, 0.03481009230017662]}"
NA0100-PC,OKAY YOUR HOUSE,And he came over when his mum was at work,"{'sequence': 'And we play after school. And he comes over to my house. And he came over when his mum was at work', 'labels': ['enjoyment', 'fear', 'anger', 'sadness'], 'scores': [0.8743960857391357, 0.049952324479818344, 0.04195109382271767, 0.033700477331876755]}"
NA0100-PC,OKAY SO TELL ME MORE SORRY I’LL START AGAIN SO WHAT ELSE HAPPENED WHEN YOUR NEIGHBOUR HURT YOUR PEE-PEE,I like hiding first because I'm really good at  hiding,"{'sequence': ""I like hiding first because I'm really good at  hiding"", 'labels': ['enjoyment', 'fear', 'anger', 'sadness'], 'scores': [0.8147417902946472, 0.11840782314538956, 0.03523441031575203, 0.03161592409014702]}"
NA0100-PC,SO CAN YOU TELL ME THAT AGAIN YOU HIDE,First because I'm really good at hiding,"{'sequence': ""First because I'm really good at hiding"", 'labels': ['fear', 'sadness', 'anger', 'enjoyment'], 'scores': [0.7304906845092773, 0.10740654915571213, 0.082302026450634, 0.07980071008205414]}"
NA0092-PC,YOU DON’T LIVE WITH HIM SO DID SOMETHING HAPPEN TO YOU ON THE WEEKEND,Yes,"{'sequence': 'Yes', 'labels': ['enjoyment', 'fear', 'anger', 'sadness'], 'scores': [0.576476514339447, 0.16904708743095398, 0.16076235473155975, 0.09371398389339447]}"
NA0092-PC,CAN YOU TELL ME MORE ABOUT THAT,Yes,"{'sequence': 'Yes', 'labels': ['enjoyment', 'fear', 'anger', 'sadness'], 'scores': [0.576476514339447, 0.16904708743095398, 0.16076235473155975, 0.09371398389339447]}"
NA0092-PC,SO WHAT SORT OF THING HAPPENED,He hurt me,"{'sequence': 'Yes. He hurt me', 'labels': ['sadness', 'fear', 'anger', 'enjoyment'], 'scores': [0.45123741030693054, 0.27220192551612854, 0.2602313458919525, 0.016329322010278702]}"
NA0092-PC,HE HURT YOU AND CAN YOU TEL ME HOW HE HURT YOU,Yes,"{'sequence': 'Yes', 'labels': ['enjoyment', 'fear', 'anger', 'sadness'], 'scores': [0.576476514339447, 0.16904708743095398, 0.16076235473155975, 0.09371398389339447]}"
NA0092-PC,AND CAN YOU EXPLAIN,Yes,"{'sequence': 'Yes', 'labels': ['enjoyment', 'fear', 'anger', 'sadness'], 'scores': [0.576476514339447, 0.16904708743095398, 0.16076235473155975, 0.09371398389339447]}"
NA0092-PC,HM,He just hurt me,"{'sequence': 'Yes. He just hurt me', 'labels': ['sadness', 'fear', 'anger', 'enjoyment'], 'scores': [0.38083362579345703, 0.3246677815914154, 0.27832892537117004, 0.016169637441635132]}"
NA0092-PC,PARDON,He just hurt me,"{'sequence': 'Yes. He just hurt me. He just hurt me', 'labels': ['anger', 'fear', 'sadness', 'enjoyment'], 'scores': [0.3267996311187744, 0.32070398330688477, 0.27336516976356506, 0.07913126051425934]}"
NA0007-PC ,SO IT WAS JUST YOU AND CALLUM,Yeah,"{'sequence': 'Yeah', 'labels': ['enjoyment', 'anger', 'fear', 'sadness'], 'scores': [0.5612317323684692, 0.17821335792541504, 0.15688201785087585, 0.10367293655872345]}"
NA0007-PC ,AND YOU TOLD ME THAT IT HURT YEAH,Hm-hm,"{'sequence': 'Yeah. Hm-hm', 'labels': ['enjoyment', 'anger', 'fear', 'sadness'], 'scores': [0.5008094906806946, 0.19017717242240906, 0.18688826262950897, 0.1221250519156456]}"
NA0007-PC ,AND I’M REALLY SORRY THAT THAT’S HAPPENED YEAH AND DID YOU SPEAK TO ANYBODY ABOUT WHAT HAS HAPPENED,Yeah,"{'sequence': 'Yeah', 'labels': ['enjoyment', 'anger', 'fear', 'sadness'], 'scores': [0.5612317323684692, 0.17821335792541504, 0.15688201785087585, 0.10367293655872345]}"
NA0007-PC ,YEAH WHO DID YOU SPEAK TO,My mum,"{'sequence': 'Yeah. My mum', 'labels': ['enjoyment', 'sadness', 'fear', 'anger'], 'scores': [0.4142899811267853, 0.2638537585735321, 0.1615014672279358, 0.16035477817058563]}"
NA0007-PC ,YOU SPOKE TO YOUR MUM CAN YOU REMEMBER WHEN YOU SPOKE TO MUM,Yeah,"{'sequence': 'Yeah', 'labels': ['enjoyment', 'anger', 'fear', 'sadness'], 'scores': [0.5612317323684692, 0.17821335792541504, 0.15688201785087585, 0.10367293655872345]}"
NA0007-PC ,YEAH WHEN WAS THAT,Just when she picked me up in the morning,"{'sequence': 'Yeah. Just when she picked me up in the morning', 'labels': ['enjoyment', 'sadness', 'anger', 'fear'], 'scores': [0.3995823562145233, 0.21853114664554596, 0.19539979100227356, 0.18648670613765717]}"
NA0007-PC ,OKAY SO IT WAS THE NEXT DAY,Hm-hm,"{'sequence': 'Yeah. Just when she picked me up in the morning. Hm-hm', 'labels': ['enjoyment', 'sadness', 'anger', 'fear'], 'scores': [0.46264082193374634, 0.18801315128803253, 0.1758858561515808, 0.1734601855278015]}"
NA0040-PC,OKAY DID YOU SAY ANYTHING TO THE LADY,No,"{'sequence': 'No', 'labels': ['fear', 'anger', 'sadness', 'enjoyment'], 'scores': [0.33572548627853394, 0.270730584859848, 0.2609308362007141, 0.13261301815509796]}"
NA0040-PC,NO SO WHEN SHE ASKED IF YOU’RE OKAY YOU DIDN’T SAY ANYTHING TO HER,No,"{'sequence': 'No. No', 'labels': ['anger', 'fear', 'enjoyment', 'sadness'], 'scores': [0.28846701979637146, 0.2815108895301819, 0.2533639967441559, 0.17665812373161316]}"
NA0040-PC,NO OKAY SO WHAT DID YOU DO AFTER THAT,I went back to Mum,"{'sequence': 'No. No. I went back to Mum', 'labels': ['fear', 'anger', 'sadness', 'enjoyment'], 'scores': [0.3698117434978485, 0.2665330469608307, 0.21484801173210144, 0.1488071084022522]}"
NA0040-PC,YOU WENT BACK TO YOUR MUM OKAY AND DID YOU TELL YOUR MUM WHAT HAPPENED,Yeah,"{'sequence': 'Yeah', 'labels': ['enjoyment', 'anger', 'fear', 'sadness'], 'scores': [0.5612317323684692, 0.17821335792541504, 0.15688201785087585, 0.10367293655872345]}"
NA0040-PC,YEAH CAN YOU REMEMBER WHAT YOU SAID TO YOUR MUM,Yeah,"{'sequence': 'Yeah', 'labels': ['enjoyment', 'anger', 'fear', 'sadness'], 'scores': [0.5612317323684692, 0.17821335792541504, 0.15688201785087585, 0.10367293655872345]}"
NA0040-PC,YEAH WHAT DID YOU SAY,I told her I was scared going to the toilet,"{'sequence': 'I told her I was scared going to the toilet', 'labels': ['fear', 'sadness', 'anger', 'enjoyment'], 'scores': [0.9793558120727539, 0.012949756346642971, 0.004330713767558336, 0.0033636814914643764]}"
NA0040-PC,OKAY AND WHAT JESSICA DO YOU REMEMBER WHAT YOU WERE WEARING WHEN YOU WENT TO THE TOILET,Hm-hm,"{'sequence': 'I told her I was scared going to the toilet. Hm-hm', 'labels': ['fear', 'sadness', 'anger', 'enjoyment'], 'scores': [0.9751865267753601, 0.015793219208717346, 0.00524655869230628, 0.003773700213059783]}"
