transcript_Id,Interviewer,Child,Sentiment (window size 7 / 0.6 threshold)
NA0020-PC,OKAY WHEN YOU SAY SOME RUDE PEOPLE WHAT WERE THE PICTURES,Naked people,"{'sequence': 'And then he showed me some rude people on the computer. Yeah. Yeah. Naked people', 'labels': ['anger', 'sadness', 'fear', 'enjoyment'], 'scores': [0.3743583858013153, 0.31811368465423584, 0.22335293889045715, 0.08417494595050812]}"
NA0020-PC,NAKED AND WHAT WERE THEY DOING,Touching each other's privates,"{'sequence': ""And then he showed me some rude people on the computer. Yeah. Yeah. Naked people. Touching each other's privates"", 'labels': ['sadness', 'anger', 'fear', 'enjoyment'], 'scores': [0.3480428159236908, 0.3186003565788269, 0.26232805848121643, 0.07102871686220169]}"
NA0020-PC,OKAY SO LET ME JUST GO OVER WHAT YOU TOLD ME YOU SAID THAT YOU WERE IN HIS LOUNGE ROOM AND YOU WERE HE WAS ON HIS COMPUTER AND WHERE WERE YOU SITTING,I wasn't sitting,"{'sequence': ""And then he showed me some rude people on the computer. Yeah. Yeah. Naked people. Touching each other's privates. I wasn't sitting"", 'labels': ['anger', 'sadness', 'fear', 'enjoyment'], 'scores': [0.4072439670562744, 0.27166885137557983, 0.22544659674167633, 0.09564059227705002]}"
NA0020-PC,OKAY SO WHERE WERE YOU WHEN HE WAS ON HIS COMPUTER WHERE WERE YOU,Standing next to him,"{'sequence': ""And then he showed me some rude people on the computer. Yeah. Yeah. Naked people. Touching each other's privates. I wasn't sitting. Standing next to him"", 'labels': ['sadness', 'anger', 'fear', 'enjoyment'], 'scores': [0.3154129981994629, 0.2956925630569458, 0.23911799490451813, 0.149776428937912]}"
NA0016-M6,HM-HM,And he was angry because his dinner was cold,"{'sequence': 'And he was angry because his dinner was cold', 'labels': ['anger', 'sadness', 'fear', 'enjoyment'], 'scores': [0.9568806886672974, 0.02238970622420311, 0.016419626772403717, 0.004309996031224728]}"
NA0016-M6,WHAT HAPPENED THEN,Then he just was throwing his spaghetti at the wall and the plate smashed everywhere,"{'sequence': 'And he was angry because his dinner was cold. Then he just was throwing his spaghetti at the wall and the plate smashed everywhere', 'labels': ['anger', 'fear', 'sadness', 'enjoyment'], 'scores': [0.5133775472640991, 0.2243940383195877, 0.21191880106925964, 0.05030960962176323]}"
NA0016-M6,THE PLATE SMASHED EVERYWHERE,Yeah and it made this big red mark on the wall,"{'sequence': 'And he was angry because his dinner was cold. Then he just was throwing his spaghetti at the wall and the plate smashed everywhere. Yeah and it made this big red mark on the wall', 'labels': ['anger', 'sadness', 'fear', 'enjoyment'], 'scores': [0.6093522310256958, 0.20205889642238617, 0.12489515542984009, 0.06369371712207794]}"
NA0016-M6,HM WHAT ELSE HAPPENED,Then that was when he was just being nasty and saying mean things,"{'sequence': 'And he was angry because his dinner was cold. Then he just was throwing his spaghetti at the wall and the plate smashed everywhere. Yeah and it made this big red mark on the wall. Then that was when he was just being nasty and saying mean things', 'labels': ['anger', 'sadness', 'fear', 'enjoyment'], 'scores': [0.9870290160179138, 0.00785322580486536, 0.004363177344202995, 0.0007545613334514201]}"
NA0016-M6,HM-HM,And that was the part where he hurt Mum,"{'sequence': 'And he was angry because his dinner was cold. Then he just was throwing his spaghetti at the wall and the plate smashed everywhere. Yeah and it made this big red mark on the wall. Then that was when he was just being nasty and saying mean things. And that was the part where he hurt Mum', 'labels': ['anger', 'fear', 'sadness', 'enjoyment'], 'scores': [0.9832478761672974, 0.009620625525712967, 0.00534311356022954, 0.0017884386470541358]}"
NA0016-M6,TELL ME MORE ABOUT THE PART WHERE HE’S HURT YOUR MUM,He just hurt her and she fell down on the ground,"{'sequence': 'And he was angry because his dinner was cold. Then he just was throwing his spaghetti at the wall and the plate smashed everywhere. Yeah and it made this big red mark on the wall. Then that was when he was just being nasty and saying mean things. And that was the part where he hurt Mum. He just hurt her and she fell down on the ground', 'labels': ['anger', 'fear', 'sadness', 'enjoyment'], 'scores': [0.9281749725341797, 0.04262085258960724, 0.02086671255528927, 0.008337446488440037]}"
NA0016-M6,HM-HM,And she wasn't moving,"{'sequence': ""And he was angry because his dinner was cold. Then he just was throwing his spaghetti at the wall and the plate smashed everywhere. Yeah and it made this big red mark on the wall. Then that was when he was just being nasty and saying mean things. And that was the part where he hurt Mum. He just hurt her and she fell down on the ground. And she wasn't moving"", 'labels': ['anger', 'fear', 'sadness', 'enjoyment'], 'scores': [0.9932667016983032, 0.003469860879704356, 0.002816976048052311, 0.0004464622470550239]}"
NA0072-PC ,OKAY YOU SAID THAT THAT HAPPENED MORE THAN ONE TIME DID IT HAPPEN MORE THAN ONE TIME ON DIFFERENT DAYS OR MORE THAN ONE TIME ON THE SAME DAY,On different days,"{'sequence': 'On different days', 'labels': ['enjoyment', 'sadness', 'anger', 'fear'], 'scores': [0.42854344844818115, 0.27070364356040955, 0.169566348195076, 0.1311865597963333]}"
NA0072-PC ,OKAY TELL ME ABOUT ANOTHER TIME THAT YOU CAN REMEMBER,I woke up and his dirty spot was in his hand and then we heard a noise,"{'sequence': 'On different days. I woke up and his dirty spot was in his hand and then we heard a noise', 'labels': ['fear', 'anger', 'sadness', 'enjoyment'], 'scores': [0.27320536971092224, 0.266354501247406, 0.24732299149036407, 0.21311719715595245]}"
NA0072-PC ,OKAY AND THEN WHAT HAPPENED,And then he got into bed,"{'sequence': 'On different days. I woke up and his dirty spot was in his hand and then we heard a noise. And then he got into bed', 'labels': ['sadness', 'anger', 'fear', 'enjoyment'], 'scores': [0.2898155152797699, 0.27439063787460327, 0.2578280568122864, 0.17796579003334045]}"
NA0072-PC ,HM-HM TELL ME ABOUT THE PART WHERE YOU SAID YOU HEARD A NOISE,We heard a noise and I think it was my aunty and uncle going to bed,"{'sequence': 'On different days. I woke up and his dirty spot was in his hand and then we heard a noise. And then he got into bed. We heard a noise and I think it was my aunty and uncle going to bed', 'labels': ['sadness', 'anger', 'fear', 'enjoyment'], 'scores': [0.279534250497818, 0.24317054450511932, 0.24046345055103302, 0.23683172464370728]}"
NA0072-PC ,HM-HM AND DOES ANYONE ELSE APART FROM MUM KNOW THAT CALLUM HAD PUT HIS DIRTY SPOT IN YOUR BOTTOM,No,"{'sequence': 'On different days. I woke up and his dirty spot was in his hand and then we heard a noise. And then he got into bed. We heard a noise and I think it was my aunty and uncle going to bed. No', 'labels': ['sadness', 'enjoyment', 'anger', 'fear'], 'scores': [0.26098066568374634, 0.2584567666053772, 0.24328921735286713, 0.23727335035800934]}"
NA0072-PC ,OKAY SO WHERE WERE YOUR AUNTY AND UNCLE WHEN CALLUM PUT HIS DIRTY SPOT IN YOUR BOTTOM,I think they were asleep,"{'sequence': 'On different days. I woke up and his dirty spot was in his hand and then we heard a noise. And then he got into bed. We heard a noise and I think it was my aunty and uncle going to bed. No. I think they were asleep', 'labels': ['sadness', 'enjoyment', 'anger', 'fear'], 'scores': [0.2656604051589966, 0.26324188709259033, 0.24207144975662231, 0.22902625799179077]}"
NA0072-PC ,OKAY AND HAS CALLUM EVER SAID ANYTHING TO YOU ABOUT PUTTING HIS DIRTY SPOT IN YOUR BOTTOM,No,"{'sequence': 'On different days. I woke up and his dirty spot was in his hand and then we heard a noise. And then he got into bed. We heard a noise and I think it was my aunty and uncle going to bed. No. I think they were asleep. No', 'labels': ['sadness', 'enjoyment', 'fear', 'anger'], 'scores': [0.2638356387615204, 0.25611400604248047, 0.24104230105876923, 0.2390080690383911]}"
NA0085-PC,UP TO YOUR CHIN ALL RIGHT SO TELL ME ABOUT THE BIT WHEN HE TICKLES YOUR MINI HOW LONG DOES HE DO THIS FOR,A long time,"{'sequence': 'A long time', 'labels': ['enjoyment', 'sadness', 'anger', 'fear'], 'scores': [0.3978901505470276, 0.2767443358898163, 0.18834078311920166, 0.13702470064163208]}"
NA0085-PC,A LONG TIME WHAT DOES IT FEEL LIKE,A bit yucky,"{'sequence': 'A bit yucky', 'labels': ['sadness', 'anger', 'fear', 'enjoyment'], 'scores': [0.8976619839668274, 0.046364665031433105, 0.028494717553257942, 0.027478646486997604]}"
NA0085-PC,OKAY ALL RIGHT WHEN THIS HAPPENS WHERE’S MUM,She's at work,"{'sequence': ""A bit yucky. She's at work"", 'labels': ['sadness', 'anger', 'fear', 'enjoyment'], 'scores': [0.7781558632850647, 0.08871936053037643, 0.0718403160572052, 0.06128448620438576]}"
NA0085-PC,HM-HM I WANT TO FIND OUT A BIT MORE ABOUT WHERE THIS HAPPENED WHERE DO YOU HAVE YOUR BATH,In the bathroom in the big one,"{'sequence': ""A bit yucky. She's at work. In the bathroom in the big one"", 'labels': ['sadness', 'anger', 'fear', 'enjoyment'], 'scores': [0.560085117816925, 0.17420393228530884, 0.1554190069437027, 0.11029193550348282]}"
NA0085-PC,IN THE BIG BATHROOM OKAY SO I KNOW A LITTLE BIT ABOUT YOUR FAMILY BUT CAN YOU TELL ME A BIT MORE ABOUT YOUR FAMILY I KNOW YOU’VE GOT A MUM AND STEPHEN CAN YOU TELL ME MORE ABOUT YOUR FAMILY,Yes,"{'sequence': ""A bit yucky. She's at work. In the bathroom in the big one. Yes"", 'labels': ['sadness', 'fear', 'anger', 'enjoyment'], 'scores': [0.7118755578994751, 0.12977610528469086, 0.09067662805318832, 0.06767168641090393]}"
NA0085-PC,TELL ME WHO’S IN YOUR FAMILY,My real dad but he doesn't live with us and then we have one dog,"{'sequence': ""A bit yucky. She's at work. In the bathroom in the big one. Yes. My real dad but he doesn't live with us and then we have one dog"", 'labels': ['sadness', 'fear', 'enjoyment', 'anger'], 'scores': [0.47033753991127014, 0.19213630259037018, 0.1814299076795578, 0.1560961902141571]}"
NA0085-PC,OH OKAY SO THERE’S MUM AND STEPHEN AND YOU HAVE ONE DOG,Hm-hm,"{'sequence': ""A bit yucky. She's at work. In the bathroom in the big one. Yes. My real dad but he doesn't live with us and then we have one dog. Hm-hm"", 'labels': ['sadness', 'fear', 'anger', 'enjoyment'], 'scores': [0.9365271925926208, 0.027413934469223022, 0.021366531029343605, 0.01469237171113491]}"
NA0023-PC,OKAY SO WHEN YOU SAY HE WIPED CAN YOU DESCRIBE TO ME HOW HE DID THAT,He just wiped the wee,"{'sequence': 'He just wiped the wee', 'labels': ['sadness', 'anger', 'enjoyment', 'fear'], 'scores': [0.339108943939209, 0.2810375690460205, 0.23494991660118103, 0.14490357041358948]}"
NA0023-PC,HM-HM DID HE USE ANYTHING,Yeah,"{'sequence': 'He just wiped the wee. Yeah', 'labels': ['sadness', 'anger', 'enjoyment', 'fear'], 'scores': [0.3413134515285492, 0.29071366786956787, 0.20721042156219482, 0.1607624888420105]}"
NA0023-PC,WHAT WAS THAT,Just his fingers,"{'sequence': 'He just wiped the wee. Yeah. Just his fingers', 'labels': ['enjoyment', 'sadness', 'anger', 'fear'], 'scores': [0.36434078216552734, 0.2910885214805603, 0.20425774157047272, 0.1403130143880844]}"
NA0023-PC,OKAY AND THEN WHAT HAPPENED,And then I started crying,"{'sequence': 'And then I started crying', 'labels': ['sadness', 'anger', 'fear', 'enjoyment'], 'scores': [0.6101180911064148, 0.19162322580814362, 0.13406315445899963, 0.06419552117586136]}"
NA0023-PC,HM-HM,And then he ran away,"{'sequence': 'And then I started crying. And then he ran away', 'labels': ['sadness', 'anger', 'fear', 'enjoyment'], 'scores': [0.585443913936615, 0.22064697742462158, 0.14128251373767853, 0.052626654505729675]}"
NA0023-PC,HE RAN AWAY,Yeah,"{'sequence': 'And then I started crying. And then he ran away. Yeah', 'labels': ['sadness', 'anger', 'fear', 'enjoyment'], 'scores': [0.8551092743873596, 0.08011718839406967, 0.048507750034332275, 0.0162657480686903]}"
NA0023-PC,OKAY SO YOU MENTIONED BEFORE THAT HE SAID HE HAD TO HELP YOU CAN YOU TELL ME MORE ABOUT THAT,Yeah,"{'sequence': 'And then I started crying. And then he ran away. Yeah. Yeah', 'labels': ['sadness', 'anger', 'fear', 'enjoyment'], 'scores': [0.6901887655258179, 0.16504299640655518, 0.11106967180967331, 0.033698584884405136]}"
NA0064-PC,OKAY IS THERE ANYTHING ELSE YOU WANT TO TELL ME,No,"{'sequence': 'No', 'labels': ['enjoyment', 'sadness', 'anger', 'fear'], 'scores': [0.35778501629829407, 0.31610238552093506, 0.1769070029258728, 0.14920559525489807]}"
NA0064-PC,NO ARE YOU FEELING SAFE AT SCHOOL,Yes,"{'sequence': 'No. Yes', 'labels': ['enjoyment', 'sadness', 'anger', 'fear'], 'scores': [0.3246581554412842, 0.30828434228897095, 0.2029649317264557, 0.164092555642128]}"
NA0064-PC,YES WHAT MAKES YOU FEEL SAFE,My friends are really nice,"{'sequence': 'My friends are really nice', 'labels': ['enjoyment', 'anger', 'sadness', 'fear'], 'scores': [0.7179495692253113, 0.11025337874889374, 0.10349970310926437, 0.0682973712682724]}"
NA0064-PC,FRIENDS ARE NICE,The teachers were nice,"{'sequence': 'My friends are really nice. The teachers were nice', 'labels': ['enjoyment', 'sadness', 'anger', 'fear'], 'scores': [0.689885675907135, 0.13393595814704895, 0.10011928528547287, 0.07605908811092377]}"
NA0064-PC,TEACHERS ARE NICE OKAY IS THERE ANYTHING THAT MAKES YOU FEEL UNSAFE,Yes,"{'sequence': 'My friends are really nice. The teachers were nice. Yes', 'labels': ['enjoyment', 'sadness', 'anger', 'fear'], 'scores': [0.7243085503578186, 0.13024041056632996, 0.08791312575340271, 0.05753794685006142]}"
NA0064-PC,YEAH WHAT MAKES YOU FEEL UNSAFE,When Sam makes us go into the toilet,"{'sequence': 'My friends are really nice. The teachers were nice. Yes. When Sam makes us go into the toilet', 'labels': ['enjoyment', 'sadness', 'anger', 'fear'], 'scores': [0.6269984841346741, 0.16869840025901794, 0.10896427929401398, 0.09533882141113281]}"
NA0064-PC,OKAY HOW DOES HE MAKE YOU,I don't know,"{'sequence': ""My friends are really nice. The teachers were nice. Yes. When Sam makes us go into the toilet. I don't know"", 'labels': ['enjoyment', 'sadness', 'anger', 'fear'], 'scores': [0.6376379132270813, 0.17764639854431152, 0.10738765448331833, 0.07732802629470825]}"
NA0080-PC,HM-HM,And when I got there we were playing under the sprinkler,"{'sequence': 'And when I got there we were playing under the sprinkler', 'labels': ['enjoyment', 'sadness', 'anger', 'fear'], 'scores': [0.3377930819988251, 0.265507310628891, 0.2185520976781845, 0.1781475692987442]}"
NA0080-PC,OKAY SO YOU WERE PLAYING UNDER THE SPRINKLER AND WAS THAT WITH JANET,Yeah,"{'sequence': 'And when I got there we were playing under the sprinkler. Yeah', 'labels': ['enjoyment', 'sadness', 'anger', 'fear'], 'scores': [0.3368198573589325, 0.26462164521217346, 0.22426609694957733, 0.1742924004793167]}"
NA0080-PC,AND WHAT HAPPENED NEXT,Then her grandfather came out and started spraying us with the hose,"{'sequence': 'And when I got there we were playing under the sprinkler. Yeah. Then her grandfather came out and started spraying us with the hose', 'labels': ['enjoyment', 'sadness', 'anger', 'fear'], 'scores': [0.3045755624771118, 0.27377694845199585, 0.22868072986602783, 0.1929667592048645]}"
NA0080-PC,OKAY AND WHAT HAPPENED AFTER THAT,And then he asked us if we wanted to go in the spa,"{'sequence': 'And when I got there we were playing under the sprinkler. Yeah. Then her grandfather came out and started spraying us with the hose. And then he asked us if we wanted to go in the spa', 'labels': ['enjoyment', 'sadness', 'anger', 'fear'], 'scores': [0.3063829839229584, 0.2589380443096161, 0.24304410815238953, 0.1916349083185196]}"
NA0080-PC,OKAY SO HE ASKED YOU IF YOU WANTED TO GO INTO THE SPA AND THEN WHAT HAPPENED AFTER THAT,We're only allowed to go in the spa with an adult,"{'sequence': ""And when I got there we were playing under the sprinkler. Yeah. Then her grandfather came out and started spraying us with the hose. And then he asked us if we wanted to go in the spa. We're only allowed to go in the spa with an adult"", 'labels': ['enjoyment', 'sadness', 'anger', 'fear'], 'scores': [0.30152636766433716, 0.26971662044525146, 0.22683079540729523, 0.20192620158195496]}"
NA0080-PC,HM-HM,So the three of us went in together,"{'sequence': ""And when I got there we were playing under the sprinkler. Yeah. Then her grandfather came out and started spraying us with the hose. And then he asked us if we wanted to go in the spa. We're only allowed to go in the spa with an adult. So the three of us went in together"", 'labels': ['enjoyment', 'sadness', 'anger', 'fear'], 'scores': [0.3032357692718506, 0.25991952419281006, 0.24624495208263397, 0.19059975445270538]}"
NA0080-PC,OKAY SO WHAT HAPPENED AFTER YOU WENT INTO THE SPA WITH JANET AND HER GRANDFATHER,Janet and I were splashing each other,"{'sequence': ""And when I got there we were playing under the sprinkler. Yeah. Then her grandfather came out and started spraying us with the hose. And then he asked us if we wanted to go in the spa. We're only allowed to go in the spa with an adult. So the three of us went in together. Janet and I were splashing each other"", 'labels': ['enjoyment', 'sadness', 'anger', 'fear'], 'scores': [0.31039586663246155, 0.2698167562484741, 0.23214074969291687, 0.18764662742614746]}"
NA0100-PC,ONE TIME OKAY CAN YOU TELL ME EVERYTHING ABOUT WHAT HAPPENED WHEN YOUR NEIGHBOUR HURT YOUR PEE-PEE START FROM THE BEGINNING,Yeah,"{'sequence': 'Yeah', 'labels': ['enjoyment', 'sadness', 'anger', 'fear'], 'scores': [0.45868250727653503, 0.23904509842395782, 0.1844799965620041, 0.11779239028692245]}"
NA0100-PC,OKAY SO TELL ME EVERYTHING ABOUT WHAT HAPPENED WHEN YOUR NEIGHBOUR HURT YOUR PEE-PEE,I play hide and seek with him,"{'sequence': 'Yeah. I play hide and seek with him', 'labels': ['anger', 'fear', 'enjoyment', 'sadness'], 'scores': [0.2925502359867096, 0.26092004776000977, 0.2552274465560913, 0.19130223989486694]}"
NA0100-PC,HM-HM,And we play after school,"{'sequence': 'Yeah. I play hide and seek with him. And we play after school', 'labels': ['fear', 'anger', 'sadness', 'enjoyment'], 'scores': [0.354487806558609, 0.24841533601284027, 0.22768670320510864, 0.1694101244211197]}"
NA0100-PC,OKAY,And he comes over to my house,"{'sequence': 'Yeah. I play hide and seek with him. And we play after school. And he comes over to my house', 'labels': ['fear', 'anger', 'enjoyment', 'sadness'], 'scores': [0.3081154525279999, 0.24633988738059998, 0.22689269483089447, 0.21865199506282806]}"
NA0100-PC,OKAY YOUR HOUSE,And he came over when his mum was at work,"{'sequence': 'Yeah. I play hide and seek with him. And we play after school. And he comes over to my house. And he came over when his mum was at work', 'labels': ['fear', 'anger', 'sadness', 'enjoyment'], 'scores': [0.31491759419441223, 0.23058389127254486, 0.22725096344947815, 0.22724749147891998]}"
NA0100-PC,OKAY SO TELL ME MORE SORRY I’LL START AGAIN SO WHAT ELSE HAPPENED WHEN YOUR NEIGHBOUR HURT YOUR PEE-PEE,I like hiding first because I'm really good at  hiding,"{'sequence': ""Yeah. I play hide and seek with him. And we play after school. And he comes over to my house. And he came over when his mum was at work. I like hiding first because I'm really good at  hiding"", 'labels': ['enjoyment', 'fear', 'sadness', 'anger'], 'scores': [0.306514710187912, 0.25019916892051697, 0.22819504141807556, 0.2150910496711731]}"
NA0100-PC,SO CAN YOU TELL ME THAT AGAIN YOU HIDE,First because I'm really good at hiding,"{'sequence': ""Yeah. I play hide and seek with him. And we play after school. And he comes over to my house. And he came over when his mum was at work. I like hiding first because I'm really good at  hiding. First because I'm really good at hiding"", 'labels': ['enjoyment', 'fear', 'sadness', 'anger'], 'scores': [0.5730732679367065, 0.26405712962150574, 0.09631972014904022, 0.0665498897433281]}"
NA0092-PC,YOU DON’T LIVE WITH HIM SO DID SOMETHING HAPPEN TO YOU ON THE WEEKEND,Yes,"{'sequence': 'Yes', 'labels': ['enjoyment', 'sadness', 'anger', 'fear'], 'scores': [0.4178420305252075, 0.24204954504966736, 0.1992567777633667, 0.14085158705711365]}"
NA0092-PC,CAN YOU TELL ME MORE ABOUT THAT,Yes,"{'sequence': 'Yes. Yes', 'labels': ['enjoyment', 'anger', 'sadness', 'fear'], 'scores': [0.44264519214630127, 0.21069857478141785, 0.18053770065307617, 0.1661185473203659]}"
NA0092-PC,SO WHAT SORT OF THING HAPPENED,He hurt me,"{'sequence': 'Yes. Yes. He hurt me', 'labels': ['sadness', 'enjoyment', 'anger', 'fear'], 'scores': [0.33587315678596497, 0.2604355216026306, 0.2191316932439804, 0.18455961346626282]}"
NA0092-PC,HE HURT YOU AND CAN YOU TEL ME HOW HE HURT YOU,Yes,"{'sequence': 'Yes. Yes. He hurt me. Yes', 'labels': ['sadness', 'anger', 'fear', 'enjoyment'], 'scores': [0.44638025760650635, 0.204631507396698, 0.17914441227912903, 0.16984383761882782]}"
NA0092-PC,AND CAN YOU EXPLAIN,Yes,"{'sequence': 'Yes. Yes. He hurt me. Yes. Yes', 'labels': ['sadness', 'anger', 'fear', 'enjoyment'], 'scores': [0.5232561826705933, 0.19500042498111725, 0.1735008955001831, 0.10824254900217056]}"
NA0092-PC,HM,He just hurt me,"{'sequence': 'Yes. Yes. He hurt me. Yes. Yes. He just hurt me', 'labels': ['sadness', 'enjoyment', 'anger', 'fear'], 'scores': [0.3549729287624359, 0.22672933340072632, 0.2128240168094635, 0.20547370612621307]}"
NA0092-PC,PARDON,He just hurt me,"{'sequence': 'Yes. Yes. He hurt me. Yes. Yes. He just hurt me. He just hurt me', 'labels': ['sadness', 'fear', 'anger', 'enjoyment'], 'scores': [0.4558766782283783, 0.18291836977005005, 0.18249432742595673, 0.17871055006980896]}"
NA0007-PC ,SO IT WAS JUST YOU AND CALLUM,Yeah,"{'sequence': 'Yeah', 'labels': ['enjoyment', 'sadness', 'anger', 'fear'], 'scores': [0.45868250727653503, 0.23904509842395782, 0.1844799965620041, 0.11779239028692245]}"
NA0007-PC ,AND YOU TOLD ME THAT IT HURT YEAH,Hm-hm,"{'sequence': 'Yeah. Hm-hm', 'labels': ['enjoyment', 'sadness', 'anger', 'fear'], 'scores': [0.3795037567615509, 0.30868107080459595, 0.2040002942085266, 0.10781490802764893]}"
NA0007-PC ,AND I’M REALLY SORRY THAT THAT’S HAPPENED YEAH AND DID YOU SPEAK TO ANYBODY ABOUT WHAT HAS HAPPENED,Yeah,"{'sequence': 'Yeah. Hm-hm. Yeah', 'labels': ['sadness', 'enjoyment', 'anger', 'fear'], 'scores': [0.3338332772254944, 0.3322959840297699, 0.1956406533718109, 0.138230100274086]}"
NA0007-PC ,YEAH WHO DID YOU SPEAK TO,My mum,"{'sequence': 'Yeah. Hm-hm. Yeah. My mum', 'labels': ['enjoyment', 'sadness', 'anger', 'fear'], 'scores': [0.4259186089038849, 0.36296409368515015, 0.14152318239212036, 0.06959415227174759]}"
NA0007-PC ,YOU SPOKE TO YOUR MUM CAN YOU REMEMBER WHEN YOU SPOKE TO MUM,Yeah,"{'sequence': 'Yeah. Hm-hm. Yeah. My mum. Yeah', 'labels': ['sadness', 'enjoyment', 'anger', 'fear'], 'scores': [0.4015742242336273, 0.3906633257865906, 0.12439746409654617, 0.08336497843265533]}"
NA0007-PC ,YEAH WHEN WAS THAT,Just when she picked me up in the morning,"{'sequence': 'Yeah. Hm-hm. Yeah. My mum. Yeah. Just when she picked me up in the morning', 'labels': ['sadness', 'enjoyment', 'fear', 'anger'], 'scores': [0.4209968149662018, 0.40634530782699585, 0.0867246761918068, 0.08593323081731796]}"
NA0007-PC ,OKAY SO IT WAS THE NEXT DAY,Hm-hm,"{'sequence': 'Yeah. Hm-hm. Yeah. My mum. Yeah. Just when she picked me up in the morning. Hm-hm', 'labels': ['enjoyment', 'sadness', 'anger', 'fear'], 'scores': [0.5477431416511536, 0.24148471653461456, 0.12319190800189972, 0.08758024126291275]}"
NA0040-PC,OKAY DID YOU SAY ANYTHING TO THE LADY,No,"{'sequence': 'No', 'labels': ['enjoyment', 'sadness', 'anger', 'fear'], 'scores': [0.35778501629829407, 0.31610238552093506, 0.1769070029258728, 0.14920559525489807]}"
NA0040-PC,NO SO WHEN SHE ASKED IF YOU’RE OKAY YOU DIDN’T SAY ANYTHING TO HER,No,"{'sequence': 'No. No', 'labels': ['sadness', 'enjoyment', 'anger', 'fear'], 'scores': [0.3735899329185486, 0.270456463098526, 0.18565744161605835, 0.17029614746570587]}"
