transcript_Id,Interviewer,Child,Sentiment (window size 5 / 0.4 threshold)
NA0076-PC,TELL ME MORE ABOUT THE PART WHERE HE PUT HIS HAND IN YOUR UNDIES,He wrapped his hand around my doodle and then I said I didn’t like it,"{'sequence': 'He wrapped his hand around my doodle and then I said I didn’t like it', 'labels': ['enjoyment', 'sadness', 'anger', 'fear'], 'scores': [0.3483198583126068, 0.2582533657550812, 0.20321039855480194, 0.19021636247634888]}"
NA0076-PC,HM-HM,And then he laughed and took it out,"{'sequence': 'And then he laughed and took it out', 'labels': ['enjoyment', 'anger', 'sadness', 'fear'], 'scores': [0.5145326256752014, 0.18596893548965454, 0.18040946125984192, 0.11908897757530212]}"
NA0076-PC,OKAY WHAT HAPPENS NEXT,And then I went home,"{'sequence': 'And then he laughed and took it out. And then I went home', 'labels': ['enjoyment', 'sadness', 'anger', 'fear'], 'scores': [0.5109501481056213, 0.2267923355102539, 0.15441475808620453, 0.10784272849559784]}"
NA0076-PC,HM-HM AND WAS ANYONE ELSE WITH YOU AT UNCLE GEORGE,No,"{'sequence': 'And then he laughed and took it out. And then I went home. No', 'labels': ['enjoyment', 'sadness', 'anger', 'fear'], 'scores': [0.5104814767837524, 0.23599496483802795, 0.15049152076244354, 0.10303202271461487]}"
NA0076-PC,HM-HM AND CAN YOU TELL ME MORE ABOUT THE BIG BOYS GAME HAVE YOU PLAYED IT MORE THAN ONE TIME,Yes,"{'sequence': 'Yes', 'labels': ['enjoyment', 'sadness', 'anger', 'fear'], 'scores': [0.4178420305252075, 0.24204954504966736, 0.1992567777633667, 0.14085158705711365]}"
NA0082-PC,DID ANYBODY ELSE SEE THE MARKS,No,"{'sequence': 'No', 'labels': ['enjoyment', 'sadness', 'anger', 'fear'], 'scores': [0.35778501629829407, 0.31610238552093506, 0.1769070029258728, 0.14920559525489807]}"
NA0082-PC,NO WHY NOT,I don’t know,"{'sequence': 'No. I don’t know', 'labels': ['sadness', 'enjoyment', 'anger', 'fear'], 'scores': [0.36196935176849365, 0.29824766516685486, 0.18242228031158447, 0.15736067295074463]}"
NA0082-PC,OKAY SO TELL ME MORE ABOUT THE PART WHERE YOU BROKE THE CONTROLLER WHAT HAPPENED,We were just playing Nintendo and I was just standing up so I could go faster and it fell,"{'sequence': 'No. I don’t know. We were just playing Nintendo and I was just standing up so I could go faster and it fell', 'labels': ['sadness', 'enjoyment', 'anger', 'fear'], 'scores': [0.4118156135082245, 0.22905129194259644, 0.19865325093269348, 0.16047988831996918]}"
NA0082-PC,OKAY,And then he said I was in trouble,"{'sequence': 'No. I don’t know. We were just playing Nintendo and I was just standing up so I could go faster and it fell. And then he said I was in trouble', 'labels': ['sadness', 'anger', 'enjoyment', 'fear'], 'scores': [0.32770270109176636, 0.2541840970516205, 0.24071042239665985, 0.1774027794599533]}"
NA0082-PC,OKAY SO NO ONE ELSE WAS HOME WHERE WAS EVERYONE ELSE,Work,"{'sequence': 'No. I don’t know. We were just playing Nintendo and I was just standing up so I could go faster and it fell. And then he said I was in trouble. Work', 'labels': ['sadness', 'anger', 'enjoyment', 'fear'], 'scores': [0.3725913465023041, 0.2578307092189789, 0.21042053401470184, 0.159157395362854]}"
NA0047-PC,OH YEAH AND WHAT DOES THAT MEAN,He tells me to go on my hands and knees,"{'sequence': 'He tells me to go on my hands and knees', 'labels': ['sadness', 'enjoyment', 'anger', 'fear'], 'scores': [0.300126314163208, 0.2698177397251129, 0.22548018395900726, 0.20457576215267181]}"
NA0047-PC,HM-HM,And then he put the stick in my bottom,"{'sequence': 'He tells me to go on my hands and knees. And then he put the stick in my bottom', 'labels': ['sadness', 'anger', 'fear', 'enjoyment'], 'scores': [0.3136139512062073, 0.23646147549152374, 0.23237326741218567, 0.2175513058900833]}"
NA0047-PC,OH OKAY HAS THIS HAPPENED BEFORE,No,"{'sequence': 'He tells me to go on my hands and knees. And then he put the stick in my bottom. No', 'labels': ['sadness', 'fear', 'anger', 'enjoyment'], 'scores': [0.2960200607776642, 0.27060428261756897, 0.24908559024333954, 0.1842901110649109]}"
NA0047-PC,AND THEN WHAT HAPPENED,I started crying,"{'sequence': 'I started crying', 'labels': ['sadness', 'anger', 'fear', 'enjoyment'], 'scores': [0.6819388270378113, 0.16911491751670837, 0.09085265547037125, 0.05809365212917328]}"
NA0047-PC,OKAY DID IT HURT,Yeah,"{'sequence': 'Yeah', 'labels': ['enjoyment', 'sadness', 'anger', 'fear'], 'scores': [0.45868250727653503, 0.23904509842395782, 0.1844799965620041, 0.11779239028692245]}"
NA0038-M6,HM-HM,And so that’s when I started crying a lot and I couldn’t stop crying,"{'sequence': 'And so that’s when I started crying a lot and I couldn’t stop crying', 'labels': ['sadness', 'anger', 'fear', 'enjoyment'], 'scores': [0.3917054831981659, 0.2436954826116562, 0.2017379105091095, 0.16286107897758484]}"
NA0038-M6,HM-HM AND WHAT HAPPENED NEXT,Then he just told me that we don’t have to play anymore,"{'sequence': 'And so that’s when I started crying a lot and I couldn’t stop crying. Then he just told me that we don’t have to play anymore', 'labels': ['sadness', 'anger', 'fear', 'enjoyment'], 'scores': [0.5207948088645935, 0.17837700247764587, 0.15369977056980133, 0.14712846279144287]}"
NA0038-M6,HM-HM,And so he just pulled his pants back up,"{'sequence': 'And so that’s when I started crying a lot and I couldn’t stop crying. Then he just told me that we don’t have to play anymore. And so he just pulled his pants back up', 'labels': ['sadness', 'anger', 'fear', 'enjoyment'], 'scores': [0.42808958888053894, 0.20910929143428802, 0.19347938895225525, 0.16932173073291779]}"
NA0038-M6,HM-HM,And I let go of my dress,"{'sequence': 'And so that’s when I started crying a lot and I couldn’t stop crying. Then he just told me that we don’t have to play anymore. And so he just pulled his pants back up. And I let go of my dress', 'labels': ['sadness', 'anger', 'fear', 'enjoyment'], 'scores': [0.6373313069343567, 0.1401916891336441, 0.12946966290473938, 0.09300734102725983]}"
NA0038-M6,HM-HM AND THEN WHAT HAPPENED,Then he just came over and he gave me a hug,"{'sequence': 'And so that’s when I started crying a lot and I couldn’t stop crying. Then he just told me that we don’t have to play anymore. And so he just pulled his pants back up. And I let go of my dress. Then he just came over and he gave me a hug', 'labels': ['sadness', 'anger', 'enjoyment', 'fear'], 'scores': [0.4391660690307617, 0.21049033105373383, 0.19280727207660675, 0.15753626823425293]}"
NA0082-PC,LOTS OF TIMES,Yes and then he just stopped,"{'sequence': 'Yes and then he just stopped', 'labels': ['sadness', 'enjoyment', 'anger', 'fear'], 'scores': [0.2955678403377533, 0.25645148754119873, 0.23514823615550995, 0.21283245086669922]}"
NA0082-PC,OKAY IS THIS THE ONLY TIME THAT HE’S HIT YOU,Yes,"{'sequence': 'Yes', 'labels': ['enjoyment', 'sadness', 'anger', 'fear'], 'scores': [0.4178420305252075, 0.24204954504966736, 0.1992567777633667, 0.14085158705711365]}"
NA0082-PC,DO YOU REMEMBER HOW LONG HE WAS HITTING YOU FOR,No,"{'sequence': 'Yes. No', 'labels': ['sadness', 'enjoyment', 'anger', 'fear'], 'scores': [0.332275927066803, 0.31085947155952454, 0.18691281974315643, 0.16995182633399963]}"
NA0082-PC,NO DO YOU KNOW WHERE HE GOT THE STICK FROM,Yeah he just got it from the garden,"{'sequence': 'Yeah he just got it from the garden', 'labels': ['enjoyment', 'sadness', 'anger', 'fear'], 'scores': [0.4151986539363861, 0.22184886038303375, 0.21346668899059296, 0.14948579668998718]}"
NA0082-PC,OKAY AND WHO IS MARK,He’s my cousin,"{'sequence': 'Yeah he just got it from the garden. He’s my cousin', 'labels': ['enjoyment', 'sadness', 'anger', 'fear'], 'scores': [0.4369935691356659, 0.26587629318237305, 0.21841248869895935, 0.07871764153242111]}"
NA0078-PC,AND WHAT HAPPENS AFTER THAT,And then I played outside,"{'sequence': 'And then I played outside', 'labels': ['enjoyment', 'sadness', 'anger', 'fear'], 'scores': [0.34112679958343506, 0.2548532485961914, 0.23635607957839966, 0.16766390204429626]}"
NA0078-PC,YOU PLAY OUTSIDE OKAY YOU’VE DONE A GREAT JOB IN TALKING TO ME TODAY YOU’RE DOING REALLY WELL TELLME JUST FROM THE BEGINNING WHEN HE FOLLOWS YOU INTO THE CUPBOARD JUST TELL ME THAT BIT WHEN HE FOLLOWS YOU INTO THE CUPBOARD SO THE BIT WHEN HE GOES FIRST,He pulls his pants down,"{'sequence': 'And then I played outside. He pulls his pants down', 'labels': ['sadness', 'enjoyment', 'anger', 'fear'], 'scores': [0.28348982334136963, 0.27189525961875916, 0.23758040368556976, 0.20703451335430145]}"
NA0078-PC,YEAH WHAT THEN,He showed me his willy,"{'sequence': 'And then I played outside. He pulls his pants down. He showed me his willy', 'labels': ['sadness', 'anger', 'enjoyment', 'fear'], 'scores': [0.2675805985927582, 0.255764365196228, 0.2531873881816864, 0.22346773743629456]}"
NA0078-PC,SO HE FOLLOWS YOU INTO THE CUPBOARD AND THEN HE PULLS HIS PANTS DOWN AND SHOWS YOU HIS WILLY IS THAT HAVE I GOT THAT RIGHT,Hm-hm,"{'sequence': 'And then I played outside. He pulls his pants down. He showed me his willy. Hm-hm', 'labels': ['enjoyment', 'sadness', 'anger', 'fear'], 'scores': [0.282817006111145, 0.26022785902023315, 0.2574375867843628, 0.19951751828193665]}"
NA0078-PC,OKAY AND WHAT THEN,Then I have to pull my dress up,"{'sequence': 'And then I played outside. He pulls his pants down. He showed me his willy. Hm-hm. Then I have to pull my dress up', 'labels': ['sadness', 'enjoyment', 'anger', 'fear'], 'scores': [0.30664974451065063, 0.2757875621318817, 0.23769228160381317, 0.17987042665481567]}"
NA0043-PC,HM-HM WHAT HAPPENED AFTER THAT,And then we went back to play on the playground,"{'sequence': 'And then we went back to play on the playground', 'labels': ['enjoyment', 'sadness', 'anger', 'fear'], 'scores': [0.39017561078071594, 0.2511700689792633, 0.1885644793510437, 0.17008979618549347]}"
NA0043-PC,HM DID ANYTHING ELSE HAPPEN TO YOU WHILE YOU WERE IN THE TOILET WITH SAM,No,"{'sequence': 'And then we went back to play on the playground. No', 'labels': ['enjoyment', 'sadness', 'fear', 'anger'], 'scores': [0.34085309505462646, 0.26782944798469543, 0.2018575519323349, 0.1894598752260208]}"
NA0043-PC,YOU SAID THERE WERE OTHER BOYS THERE,Yes,"{'sequence': 'Yes', 'labels': ['enjoyment', 'sadness', 'anger', 'fear'], 'scores': [0.4178420305252075, 0.24204954504966736, 0.1992567777633667, 0.14085158705711365]}"
NA0043-PC,WHAT HAPPENED WITH THE OTHER BOYS,They were just watching,"{'sequence': 'Yes. They were just watching', 'labels': ['enjoyment', 'sadness', 'fear', 'anger'], 'scores': [0.34927719831466675, 0.24598297476768494, 0.2185581624507904, 0.18618160486221313]}"
NA0043-PC,HM-HM WHAT WERE THEY DOING WHEN THEY WERE WATCHING,They were just laughing,"{'sequence': 'They were just laughing', 'labels': ['enjoyment', 'anger', 'sadness', 'fear'], 'scores': [0.7277528047561646, 0.09976980835199356, 0.09122351557016373, 0.08125392347574234]}"
NA0079-PC,OKAY AND WHAT’S THAT,My undies,"{'sequence': 'My undies', 'labels': ['sadness', 'enjoyment', 'anger', 'fear'], 'scores': [0.4670114517211914, 0.3123013377189636, 0.16548116505146027, 0.055206090211868286]}"
NA0079-PC,OKAY AND WHAT’S YOUR UNDIES LIKE,They’re white,"{'sequence': 'They’re white', 'labels': ['sadness', 'anger', 'enjoyment', 'fear'], 'scores': [0.7384980320930481, 0.10879917442798615, 0.09505610167980194, 0.05764669179916382]}"
NA0079-PC,THEY’RE WHITE UNDIES OKAY GOOD GIRL OKAY THAT’S BRILLIANT YOU’VE GIVEN ME LOTS OF INFORMATION THERE SOPHIE OKAY SO WHERE WOULD YOUR CLOTHES BE NOW,He pulled my undies off,"{'sequence': 'They’re white. He pulled my undies off', 'labels': ['sadness', 'anger', 'fear', 'enjoyment'], 'scores': [0.6294912099838257, 0.13357514142990112, 0.11922337114810944, 0.11771029233932495]}"
NA0079-PC,OKAY AND WHERE WERE THEY WHERE DID THEY GO,I don’t know,"{'sequence': 'They’re white. He pulled my undies off. I don’t know', 'labels': ['sadness', 'anger', 'enjoyment', 'fear'], 'scores': [0.4405609369277954, 0.19658716022968292, 0.19115190207958221, 0.17169995605945587]}"
NA0079-PC,OKAY THAT’S FINE AND WHEN YOU TALK TO MUMMY DID YOU TELL MUMMY THAT YOUR UNDIES WERE OFF,No,"{'sequence': 'They’re white. He pulled my undies off. I don’t know. No', 'labels': ['enjoyment', 'sadness', 'anger', 'fear'], 'scores': [0.37802982330322266, 0.2505393922328949, 0.21065585315227509, 0.16077493131160736]}"
NA0054-PC,HM-HM,And I really needed to go to the toilet,"{'sequence': 'And I really needed to go to the toilet', 'labels': ['sadness', 'enjoyment', 'anger', 'fear'], 'scores': [0.30572742223739624, 0.2884054183959961, 0.20911024510860443, 0.19675691425800323]}"
NA0054-PC,OKAY AND THEN WHAT HAPPENED NEXT,I went to the toilet by myself because Mum couldn’t leave my baby brother by himself,"{'sequence': 'And I really needed to go to the toilet. I went to the toilet by myself because Mum couldn’t leave my baby brother by himself', 'labels': ['sadness', 'enjoyment', 'fear', 'anger'], 'scores': [0.30534660816192627, 0.24934232234954834, 0.23052632808685303, 0.21478475630283356]}"
NA0054-PC,AH-HA,And then I went to the toilet by myself,"{'sequence': 'And I really needed to go to the toilet. I went to the toilet by myself because Mum couldn’t leave my baby brother by himself. And then I went to the toilet by myself', 'labels': ['enjoyment', 'sadness', 'anger', 'fear'], 'scores': [0.2935217022895813, 0.261026531457901, 0.22500073909759521, 0.22045111656188965]}"
NA0054-PC,OKAY AND TELL ME EVERYTHING THAT HAPPENED FROM WHEN YOU WENT TO THE TOILET,I went into the toilet and I didn’t lock the door because I didn’t want to get stuck in,"{'sequence': 'And I really needed to go to the toilet. I went to the toilet by myself because Mum couldn’t leave my baby brother by himself. And then I went to the toilet by myself. I went into the toilet and I didn’t lock the door because I didn’t want to get stuck in', 'labels': ['enjoyment', 'sadness', 'anger', 'fear'], 'scores': [0.28647610545158386, 0.28489023447036743, 0.21559713780879974, 0.21303649246692657]}"
NA0054-PC,HM-HM,And then the bad man came inside,"{'sequence': 'And I really needed to go to the toilet. I went to the toilet by myself because Mum couldn’t leave my baby brother by himself. And then I went to the toilet by myself. I went into the toilet and I didn’t lock the door because I didn’t want to get stuck in. And then the bad man came inside', 'labels': ['enjoyment', 'sadness', 'fear', 'anger'], 'scores': [0.26992562413215637, 0.2523098289966583, 0.2418672889471054, 0.2358972579240799]}"
NA0038-M6,HM-HM,So that’s what I was doing and he was helping me,"{'sequence': 'So that’s what I was doing and he was helping me', 'labels': ['enjoyment', 'sadness', 'anger', 'fear'], 'scores': [0.3768158555030823, 0.27963754534721375, 0.21589913964271545, 0.1276475042104721]}"
NA0038-M6,HM-HM AND CAN YOU TELL ME MORE ABOUT WHAT HAPPENED IN THE CUPBOARD BECAUSE REMEMBER I WASN’T THERE SO I DON’T KNOW WHAT HAPPENED,He said that the game was called show and tell,"{'sequence': 'He said that the game was called show and tell', 'labels': ['enjoyment', 'sadness', 'anger', 'fear'], 'scores': [0.4996824860572815, 0.20219776034355164, 0.15530258417129517, 0.1428171843290329]}"
NA0038-M6,HM-HM,But when I play normal show and tell it’s not with your privates,"{'sequence': 'He said that the game was called show and tell. But when I play normal show and tell it’s not with your privates', 'labels': ['enjoyment', 'sadness', 'fear', 'anger'], 'scores': [0.35448476672172546, 0.26254841685295105, 0.1959645003080368, 0.18700231611728668]}"
NA0038-M6,HM-HM AND SO WHAT HAPPENED WHEN THERE WAS A SURPRISE,It was just when he showed me his gross willy,"{'sequence': 'It was just when he showed me his gross willy', 'labels': ['anger', 'sadness', 'fear', 'enjoyment'], 'scores': [0.4329869747161865, 0.30245673656463623, 0.14065533876419067, 0.12390092015266418]}"
NA0038-M6,HM-HM,And it made me really scared,"{'sequence': 'And it made me really scared', 'labels': ['fear', 'sadness', 'anger', 'enjoyment'], 'scores': [0.9961974024772644, 0.002122635720297694, 0.0012783810961991549, 0.00040162555524148047]}"
