transcript_Id,Interviewer,Child,Sentiment (window size 3 / 0.4 threshold)
NA0082-PC,TO PLAY OKAY OKAY SO YOU’VE TOLD ME QUITE A BIT LET ME JUST DOUBLE-CHECK THAT I’VE GOT ALL OF THAT RIGHT SO MARK WAS WITH YOU AND YOU WERE PLAYING NINTENDO AND YOU STOOD UP AND BROKE THE CONTROLLER AND THEN HE GOT ANGRY AT YOU FOR THAT SO YOU WENT TO THE GARDEN AND GOT A STICK AND THEN HE HIT YOU WITH IT LOTS OF TIMES AND THEN AFTER THAT HE JUST LEFT AND HE TOLD YOU NOT TO TELL ANYONE,Yes,"{'sequence': 'Yes', 'labels': ['enjoyment', 'sadness', 'anger', 'fear'], 'scores': [0.4178420305252075, 0.24204954504966736, 0.1992567777633667, 0.14085158705711365]}"
NA0006-PC ,DID HE SAY ANYTHING ELSE TO YOU,Yeah,"{'sequence': 'Yeah', 'labels': ['enjoyment', 'sadness', 'anger', 'fear'], 'scores': [0.45868250727653503, 0.23904509842395782, 0.1844799965620041, 0.11779239028692245]}"
NA0006-PC ,TELL ME WHAT HE SAID,He just said that his job was to help all the little girls in the toilet,"{'sequence': 'Yeah. He just said that his job was to help all the little girls in the toilet', 'labels': ['sadness', 'enjoyment', 'fear', 'anger'], 'scores': [0.3362066447734833, 0.23959201574325562, 0.2124108374118805, 0.21179050207138062]}"
NA0006-PC ,YEAH,And he said that he has to help me,"{'sequence': 'Yeah. He just said that his job was to help all the little girls in the toilet. And he said that he has to help me', 'labels': ['sadness', 'enjoyment', 'anger', 'fear'], 'scores': [0.31393110752105713, 0.2660764157772064, 0.21176475286483765, 0.20822776854038239]}"
NA0064-PC,YEAH WHAT MAKES YOU FEEL UNSAFE,When Sam makes us go into the toilet,"{'sequence': 'When Sam makes us go into the toilet', 'labels': ['enjoyment', 'sadness', 'anger', 'fear'], 'scores': [0.31242769956588745, 0.25253650546073914, 0.22739146649837494, 0.20764438807964325]}"
NA0064-PC,OKAY HOW DOES HE MAKE YOU,I don’t know,"{'sequence': 'When Sam makes us go into the toilet. I don’t know', 'labels': ['sadness', 'enjoyment', 'anger', 'fear'], 'scores': [0.30789849162101746, 0.2688039541244507, 0.21255281567573547, 0.210744708776474]}"
NA0064-PC,DON’T KNOW WHEN HE ASKS YOU TO GO INTO THE TOILET DOES HE SAY ANYTHING TO YOU WHAT DOES HE SAY,He said that we have to go in or he’ll bully us at lunchtime,"{'sequence': 'When Sam makes us go into the toilet. I don’t know. He said that we have to go in or he’ll bully us at lunchtime', 'labels': ['sadness', 'anger', 'enjoyment', 'fear'], 'scores': [0.31728118658065796, 0.23774799704551697, 0.22736208140850067, 0.21760877966880798]}"
NA0052-PC,NOW RIGHT AT THAT POINT WHERE MARK IS LOOKING ANGRY TELL ME EVERYTHING THAT HAPPENED FROM THAT POINT TILL THE POINT WHERE HE’S ASKED YOU TO LIE DOWN ON YOUR TUMMY TELL ME WHAT HE SAID AND WHERE YOU WERE,He told me to go to my room and lie down on my tummy,"{'sequence': 'He told me to go to my room and lie down on my tummy', 'labels': ['enjoyment', 'sadness', 'fear', 'anger'], 'scores': [0.3422982096672058, 0.3083331882953644, 0.19514936208724976, 0.15421928465366364]}"
NA0052-PC,OKAY AND WHEN YOU LAID DOWN ON YOUR TUMMY WHERE WAS THAT,On my bed,"{'sequence': 'On my bed', 'labels': ['enjoyment', 'sadness', 'anger', 'fear'], 'scores': [0.46457648277282715, 0.21388110518455505, 0.17669816315174103, 0.14484423398971558]}"
NA0052-PC,ON YOUR BED AND WHAT DID YOU THINK ABOUT THAT,I was scared,"{'sequence': 'I was scared', 'labels': ['fear', 'anger', 'sadness', 'enjoyment'], 'scores': [0.9910174012184143, 0.004594991449266672, 0.0038472211454063654, 0.0005403875256888568]}"
