transcript_Id,Interviewer,Child,Sentiment (window size 3 / no threshold)
NA0082-PC,AT WORK OKAY AND WHY WAS MARK THERE,To play,"(['fear', 'enjoyment', 'sadness', 'anger'], tensor([0.2369, 0.3516, 0.1944, 0.2338], grad_fn=<DivBackward0>))"
NA0082-PC,TO PLAY OKAY OKAY SO YOU’VE TOLD ME QUITE A BIT LET ME JUST DOUBLE-CHECK THAT I’VE GOT ALL OF THAT RIGHT SO MARK WAS WITH YOU AND YOU WERE PLAYING NINTENDO AND YOU STOOD UP AND BROKE THE CONTROLLER AND THEN HE GOT ANGRY AT YOU FOR THAT SO YOU WENT TO THE GARDEN AND GOT A STICK AND THEN HE HIT YOU WITH IT LOTS OF TIMES AND THEN AFTER THAT HE JUST LEFT AND HE TOLD YOU NOT TO TELL ANYONE,Yes,"(['fear', 'enjoyment', 'sadness', 'anger'], tensor([0.1297, 0.2492, 0.1613, 0.1393], grad_fn=<DivBackward0>))"
NA0006-PC ,DID HE SAY ANYTHING ELSE TO YOU,Yeah,"(['fear', 'enjoyment', 'sadness', 'anger'], tensor([0.1239, 0.2225, 0.3108, 0.2292], grad_fn=<DivBackward0>))"
NA0006-PC ,TELL ME WHAT HE SAID,He just said that his job was to help all the little girls in the toilet,"(['fear', 'enjoyment', 'sadness', 'anger'], tensor([0.0575, 0.0604, 0.0787, 0.0744], grad_fn=<DivBackward0>))"
NA0006-PC ,YEAH,And he said that he has to help me,"(['fear', 'enjoyment', 'sadness', 'anger'], tensor([0.0383, 0.0608, 0.1125, 0.0846], grad_fn=<DivBackward0>))"
NA0064-PC,YEAH WHAT MAKES YOU FEEL UNSAFE,When Sam makes us go into the toilet,"(['fear', 'enjoyment', 'sadness', 'anger'], tensor([0.1331, 0.1411, 0.0773, 0.1219], grad_fn=<DivBackward0>))"
NA0064-PC,OKAY HOW DOES HE MAKE YOU,I don’t know,"(['fear', 'enjoyment', 'sadness', 'anger'], tensor([0.1783, 0.1682, 0.1039, 0.1631], grad_fn=<DivBackward0>))"
NA0064-PC,DON’T KNOW WHEN HE ASKS YOU TO GO INTO THE TOILET DOES HE SAY ANYTHING TO YOU WHAT DOES HE SAY,He said that we have to go in or he’ll bully us at lunchtime,"(['fear', 'enjoyment', 'sadness', 'anger'], tensor([0.1897, 0.1658, 0.0871, 0.1683], grad_fn=<DivBackward0>))"
NA0052-PC,NOW RIGHT AT THAT POINT WHERE MARK IS LOOKING ANGRY TELL ME EVERYTHING THAT HAPPENED FROM THAT POINT TILL THE POINT WHERE HE’S ASKED YOU TO LIE DOWN ON YOUR TUMMY TELL ME WHAT HE SAID AND WHERE YOU WERE,He told me to go to my room and lie down on my tummy,"(['fear', 'enjoyment', 'sadness', 'anger'], tensor([0.0535, 0.0634, 0.0652, 0.0754], grad_fn=<DivBackward0>))"
NA0052-PC,OKAY AND WHEN YOU LAID DOWN ON YOUR TUMMY WHERE WAS THAT,On my bed,"(['fear', 'enjoyment', 'sadness', 'anger'], tensor([0.0392, 0.0605, 0.0577, 0.0885], grad_fn=<DivBackward0>))"
NA0052-PC,ON YOUR BED AND WHAT DID YOU THINK ABOUT THAT,I was scared,"(['fear', 'enjoyment', 'sadness', 'anger'], tensor([0.1184, 0.0176, 0.0251, 0.0151], grad_fn=<DivBackward0>))"
