transcript_Id,Interviewer,Child,Sentiment (window size 3 / no threshold)
NA0098-PC,OKAY DID ANYTHING ELSE HAPPEN,Yes he pulled it out and put it back in a few times,"(['fear', 'enjoyment', 'sadness', 'anger'], tensor([-0.0175,  0.0154,  0.0481,  0.0513], grad_fn=<DivBackward0>))"
NA0052-PC,NOTHING AND WHAT WERE YOU DOING,Crying,"(['fear', 'enjoyment', 'sadness', 'anger'], tensor([0.1075, 0.1054, 0.2206, 0.2343], grad_fn=<DivBackward0>))"
NA0052-PC,OKAY AND THEN WHAT HAPPENED WHEN HE’S HIT YOU A HUNDRED TIMES,Then he left,"(['fear', 'enjoyment', 'sadness', 'anger'], tensor([0.0681, 0.0813, 0.1751, 0.1823], grad_fn=<DivBackward0>))"
NA0052-PC,HE DID WHAT SORRY,He left,"(['fear', 'enjoyment', 'sadness', 'anger'], tensor([0.0632, 0.0655, 0.1719, 0.1826], grad_fn=<DivBackward0>))"
NA0079-PC,LAST NAME,It’s Brown,"(['fear', 'enjoyment', 'sadness', 'anger'], tensor([0.1415, 0.1253, 0.1536, 0.2070], grad_fn=<DivBackward0>))"
NA0079-PC,OKAY OKAY SO DAD’S NAME IS LEWIS BROWN OKAY AND WHEN DID YOU LAST SEE DADDY,About two weeks ago,"(['fear', 'enjoyment', 'sadness', 'anger'], tensor([0.0589, 0.0784, 0.0889, 0.1126], grad_fn=<DivBackward0>))"
NA0079-PC,TWO WEEKS OKAY OKAY AND DID YOU SEE DADDY AFTER THAT,No,"(['fear', 'enjoyment', 'sadness', 'anger'], tensor([0.0450, 0.0740, 0.0844, 0.0982], grad_fn=<DivBackward0>))"
NA0002-PC,AT LUNCHTIME AND TELL ME EVERYTHING THAT HAPPENS WHEN YOU GO INTO THE TOILET WITH DANIEL AT LUNCHTIME RIGHT FROM THE BEGINNING WHEN YOU FIRST GO INTO THE TOILET WHAT HAPPENS,Daniel and I we were playing on the monkey bars and we needed to go to the toilet so we went together,"(['fear', 'enjoyment', 'sadness', 'anger'], tensor([0.0996, 0.1044, 0.0581, 0.0950], grad_fn=<DivBackward0>))"
NA0002-PC,OKAY AND THEN WHAT HAPPENED AFTER THAT,When we got in the toilet one of the teachers he came in,"(['fear', 'enjoyment', 'sadness', 'anger'], tensor([0.0947, 0.0913, 0.0459, 0.0776], grad_fn=<DivBackward0>))"
NA0002-PC,HM-HM,And he told us that he wanted to teach us a new game,"(['fear', 'enjoyment', 'sadness', 'anger'], tensor([0.1196, 0.1193, 0.0672, 0.0913], grad_fn=<DivBackward0>))"
NA0082-PC,OKAY SO NO ONE ELSE WAS HOME WHERE WAS EVERYONE ELSE,Work,"(['fear', 'enjoyment', 'sadness', 'anger'], tensor([0.0647, 0.0823, 0.1290, 0.0948], grad_fn=<DivBackward0>))"
NA0082-PC,AT WORK OKAY AND WHY WAS MARK THERE,To play,"(['fear', 'enjoyment', 'sadness', 'anger'], tensor([0.0736, 0.1131, 0.1012, 0.1080], grad_fn=<DivBackward0>))"
NA0082-PC,TO PLAY OKAY OKAY SO YOU’VE TOLD ME QUITE A BIT LET ME JUST DOUBLE-CHECK THAT I’VE GOT ALL OF THAT RIGHT SO MARK WAS WITH YOU AND YOU WERE PLAYING NINTENDO AND YOU STOOD UP AND BROKE THE CONTROLLER AND THEN HE GOT ANGRY AT YOU FOR THAT SO YOU WENT TO THE GARDEN AND GOT A STICK AND THEN HE HIT YOU WITH IT LOTS OF TIMES AND THEN AFTER THAT HE JUST LEFT AND HE TOLD YOU NOT TO TELL ANYONE,Yes,"(['fear', 'enjoyment', 'sadness', 'anger'], tensor([0.0621, 0.0802, 0.0922, 0.1068], grad_fn=<DivBackward0>))"
NA0006-PC ,DID HE SAY ANYTHING ELSE TO YOU,Yeah,"(['fear', 'enjoyment', 'sadness', 'anger'], tensor([0.0217, 0.0170, 0.0829, 0.0853], grad_fn=<DivBackward0>))"
NA0006-PC ,TELL ME WHAT HE SAID,He just said that his job was to help all the little girls in the toilet,"(['fear', 'enjoyment', 'sadness', 'anger'], tensor([0.0151, 0.0327, 0.0799, 0.0739], grad_fn=<DivBackward0>))"
NA0006-PC ,YEAH,And he said that he has to help me,"(['fear', 'enjoyment', 'sadness', 'anger'], tensor([-0.0034,  0.0130,  0.0809,  0.0668], grad_fn=<DivBackward0>))"
NA0064-PC,YEAH WHAT MAKES YOU FEEL UNSAFE,When Sam makes us go into the toilet,"(['fear', 'enjoyment', 'sadness', 'anger'], tensor([0.2264, 0.1561, 0.0470, 0.1230], grad_fn=<DivBackward0>))"
NA0064-PC,OKAY HOW DOES HE MAKE YOU,I don’t know,"(['fear', 'enjoyment', 'sadness', 'anger'], tensor([0.2167, 0.1608, 0.0641, 0.1307], grad_fn=<DivBackward0>))"
NA0064-PC,DON’T KNOW WHEN HE ASKS YOU TO GO INTO THE TOILET DOES HE SAY ANYTHING TO YOU WHAT DOES HE SAY,He said that we have to go in or he’ll bully us at lunchtime,"(['fear', 'enjoyment', 'sadness', 'anger'], tensor([0.1602, 0.1300, 0.0509, 0.1005], grad_fn=<DivBackward0>))"
NA0052-PC,NOW RIGHT AT THAT POINT WHERE MARK IS LOOKING ANGRY TELL ME EVERYTHING THAT HAPPENED FROM THAT POINT TILL THE POINT WHERE HE’S ASKED YOU TO LIE DOWN ON YOUR TUMMY TELL ME WHAT HE SAID AND WHERE YOU WERE,He told me to go to my room and lie down on my tummy,"(['fear', 'enjoyment', 'sadness', 'anger'], tensor([0.0922, 0.1325, 0.1023, 0.1892], grad_fn=<DivBackward0>))"
NA0052-PC,OKAY AND WHEN YOU LAID DOWN ON YOUR TUMMY WHERE WAS THAT,On my bed,"(['fear', 'enjoyment', 'sadness', 'anger'], tensor([0.0724, 0.1229, 0.0814, 0.1675], grad_fn=<DivBackward0>))"
NA0052-PC,ON YOUR BED AND WHAT DID YOU THINK ABOUT THAT,I was scared,"(['fear', 'enjoyment', 'sadness', 'anger'], tensor([0.0922, 0.0988, 0.0595, 0.1219], grad_fn=<DivBackward0>))"
